index,GEOID,NAMELSAD,PostalCode,GEO_ID,Tract,County,State,S1701_C03_001E,S1701_C01_001E,propWhite,propBlack,propNative,propAsian,propPacIslander,propOther,propMulti,propHispanic,propWhiteNotHispanic,FIPS,GISJOIN,YEAR,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,TRACTA,CBSAA,MEMI,CSAA,METDIVA,AREALAND,AREAWATR,BASENAME,NAME.y,Metropolitan.Division.Code,CSA.Code,CBSA.Title,Metropolitan.Micropolitan.Statistical.Area,Metropolitan.Division.Title,CSA.Title,County.County.Equivalent,State.Name,Central.Outlying.County,CBSA_Met,povCond,StateIndex,longitude,latitude,item,Group,section,file_name,,,,,trial,condition
2009,6029003400,Census Tract 34,CA,1400000US06029003400,34, Kern County,California,41.1,4919,0.712136613,0,0.006098801,0.020532629,0.003455987,0.178084977,0.079690994,0.601138443,0.3516975,6,G0600290003400,2020,6029003400,4,9,California,6,Kern County,29,3400,12540,1,999,99999,9294127,0,34,Census Tract 34,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2009,-119.4558282,35.15683167,IMG_1_2009.jpg,B,1,SV_PolicingMSA/CA_2009/IMG_1_2009.jpg,,,,,2,1
2009,6029003400,Census Tract 34,CA,1400000US06029003400,34, Kern County,California,41.1,4919,0.712136613,0,0.006098801,0.020532629,0.003455987,0.178084977,0.079690994,0.601138443,0.3516975,6,G0600290003400,2020,6029003400,4,9,California,6,Kern County,29,3400,12540,1,999,99999,9294127,0,34,Census Tract 34,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2009,-119.4609384,35.152608,IMG_6_2009.jpg,B,1,SV_PolicingMSA/CA_2009/IMG_6_2009.jpg,,,,,2,1
2009,6029003400,Census Tract 34,CA,1400000US06029003400,34, Kern County,California,41.1,4919,0.712136613,0,0.006098801,0.020532629,0.003455987,0.178084977,0.079690994,0.601138443,0.3516975,6,G0600290003400,2020,6029003400,4,9,California,6,Kern County,29,3400,12540,1,999,99999,9294127,0,34,Census Tract 34,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2009,-119.4617836,35.16302484,IMG_5_2009.jpg,B,1,SV_PolicingMSA/CA_2009/IMG_5_2009.jpg,,,,,2,1
2009,6029003400,Census Tract 34,CA,1400000US06029003400,34, Kern County,California,41.1,4919,0.712136613,0,0.006098801,0.020532629,0.003455987,0.178084977,0.079690994,0.601138443,0.3516975,6,G0600290003400,2020,6029003400,4,9,California,6,Kern County,29,3400,12540,1,999,99999,9294127,0,34,Census Tract 34,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2009,-119.4592483,35.15254214,IMG_2_2009.jpg,B,1,SV_PolicingMSA/CA_2009/IMG_2_2009.jpg,,,,,2,1
2009,6029003400,Census Tract 34,CA,1400000US06029003400,34, Kern County,California,41.1,4919,0.712136613,0,0.006098801,0.020532629,0.003455987,0.178084977,0.079690994,0.601138443,0.3516975,6,G0600290003400,2020,6029003400,4,9,California,6,Kern County,29,3400,12540,1,999,99999,9294127,0,34,Census Tract 34,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2009,-119.4602946,35.16007875,IMG_0_2009.jpg,B,1,SV_PolicingMSA/CA_2009/IMG_0_2009.jpg,,,,,2,1
2009,6029003400,Census Tract 34,CA,1400000US06029003400,34, Kern County,California,41.1,4919,0.712136613,0,0.006098801,0.020532629,0.003455987,0.178084977,0.079690994,0.601138443,0.3516975,6,G0600290003400,2020,6029003400,4,9,California,6,Kern County,29,3400,12540,1,999,99999,9294127,0,34,Census Tract 34,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2009,-119.4592053,35.16175806,IMG_3_2009.jpg,B,1,SV_PolicingMSA/CA_2009/IMG_3_2009.jpg,,,,,2,1
2011,6029003600,Census Tract 36,CA,1400000US06029003600,36, Kern County,California,30.2,3839,0.826256838,0.002083876,0.004949206,0,0,0.154727794,0.011982287,0.429278458,0.551706174,6,G0600290003600,2020,6029003600,4,9,California,6,Kern County,29,3600,12540,1,999,99999,5460524,0,36,Census Tract 36,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2011,-119.4655304,35.13530915,IMG_0_2011.jpg,C,1,SV_PolicingMSA/CA_2011/IMG_0_2011.jpg,,,,,3,1
2011,6029003600,Census Tract 36,CA,1400000US06029003600,36, Kern County,California,30.2,3839,0.826256838,0.002083876,0.004949206,0,0,0.154727794,0.011982287,0.429278458,0.551706174,6,G0600290003600,2020,6029003600,4,9,California,6,Kern County,29,3600,12540,1,999,99999,5460524,0,36,Census Tract 36,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2011,-119.4677697,35.13298945,IMG_1_2011.jpg,C,1,SV_PolicingMSA/CA_2011/IMG_1_2011.jpg,,,,,3,1
2011,6029003600,Census Tract 36,CA,1400000US06029003600,36, Kern County,California,30.2,3839,0.826256838,0.002083876,0.004949206,0,0,0.154727794,0.011982287,0.429278458,0.551706174,6,G0600290003600,2020,6029003600,4,9,California,6,Kern County,29,3600,12540,1,999,99999,5460524,0,36,Census Tract 36,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2011,-119.4507013,35.13227831,IMG_6_2011.jpg,C,1,SV_PolicingMSA/CA_2011/IMG_6_2011.jpg,,,,,3,1
2011,6029003600,Census Tract 36,CA,1400000US06029003600,36, Kern County,California,30.2,3839,0.826256838,0.002083876,0.004949206,0,0,0.154727794,0.011982287,0.429278458,0.551706174,6,G0600290003600,2020,6029003600,4,9,California,6,Kern County,29,3600,12540,1,999,99999,5460524,0,36,Census Tract 36,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2011,-119.4617628,35.13065295,IMG_14_2011.jpg,C,1,SV_PolicingMSA/CA_2011/IMG_14_2011.jpg,,,,,3,1
2011,6029003600,Census Tract 36,CA,1400000US06029003600,36, Kern County,California,30.2,3839,0.826256838,0.002083876,0.004949206,0,0,0.154727794,0.011982287,0.429278458,0.551706174,6,G0600290003600,2020,6029003600,4,9,California,6,Kern County,29,3600,12540,1,999,99999,5460524,0,36,Census Tract 36,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2011,-119.4774191,35.13256129,IMG_9_2011.jpg,C,1,SV_PolicingMSA/CA_2011/IMG_9_2011.jpg,,,,,3,1
2011,6029003600,Census Tract 36,CA,1400000US06029003600,36, Kern County,California,30.2,3839,0.826256838,0.002083876,0.004949206,0,0,0.154727794,0.011982287,0.429278458,0.551706174,6,G0600290003600,2020,6029003600,4,9,California,6,Kern County,29,3600,12540,1,999,99999,5460524,0,36,Census Tract 36,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2011,-119.4479095,35.13594235,IMG_13_2011.jpg,C,1,SV_PolicingMSA/CA_2011/IMG_13_2011.jpg,,,,,3,1
2011,6029003600,Census Tract 36,CA,1400000US06029003600,36, Kern County,California,30.2,3839,0.826256838,0.002083876,0.004949206,0,0,0.154727794,0.011982287,0.429278458,0.551706174,6,G0600290003600,2020,6029003600,4,9,California,6,Kern County,29,3600,12540,1,999,99999,5460524,0,36,Census Tract 36,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2011,-119.4702688,35.1345419,IMG_11_2011.jpg,C,1,SV_PolicingMSA/CA_2011/IMG_11_2011.jpg,,,,,3,1
2011,6029003600,Census Tract 36,CA,1400000US06029003600,36, Kern County,California,30.2,3839,0.826256838,0.002083876,0.004949206,0,0,0.154727794,0.011982287,0.429278458,0.551706174,6,G0600290003600,2020,6029003600,4,9,California,6,Kern County,29,3600,12540,1,999,99999,5460524,0,36,Census Tract 36,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_2011,-119.4761513,35.1336324,IMG_5_2011.jpg,C,1,SV_PolicingMSA/CA_2011/IMG_5_2011.jpg,,,,,3,1
8990,6029004402,Census Tract 44.02,CA,1400000US06029004402,44.02, Kern County,California,32.7,5204,0.616833205,0.035357417,0.014604151,0,0,0.069177556,0.264027671,0.944850115,0.017102229,6,G0600290004402,2020,6029004402,4,9,California,6,Kern County,29,4402,12540,1,999,99999,1865739,0,44.02,Census Tract 44.02,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_8990,-119.3372826,35.5824568,IMG_8_8990.jpg,D,1,SV_PolicingMSA/CA_8990/IMG_8_8990.jpg,,,,,4,1
8990,6029004402,Census Tract 44.02,CA,1400000US06029004402,44.02, Kern County,California,32.7,5204,0.616833205,0.035357417,0.014604151,0,0,0.069177556,0.264027671,0.944850115,0.017102229,6,G0600290004402,2020,6029004402,4,9,California,6,Kern County,29,4402,12540,1,999,99999,1865739,0,44.02,Census Tract 44.02,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_8990,-119.3331728,35.59510413,IMG_9_8990.jpg,D,1,SV_PolicingMSA/CA_8990/IMG_9_8990.jpg,,,,,4,1
8990,6029004402,Census Tract 44.02,CA,1400000US06029004402,44.02, Kern County,California,32.7,5204,0.616833205,0.035357417,0.014604151,0,0,0.069177556,0.264027671,0.944850115,0.017102229,6,G0600290004402,2020,6029004402,4,9,California,6,Kern County,29,4402,12540,1,999,99999,1865739,0,44.02,Census Tract 44.02,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_8990,-119.3350039,35.59225762,IMG_13_8990.jpg,D,1,SV_PolicingMSA/CA_8990/IMG_13_8990.jpg,,,,,4,1
8990,6029004402,Census Tract 44.02,CA,1400000US06029004402,44.02, Kern County,California,32.7,5204,0.616833205,0.035357417,0.014604151,0,0,0.069177556,0.264027671,0.944850115,0.017102229,6,G0600290004402,2020,6029004402,4,9,California,6,Kern County,29,4402,12540,1,999,99999,1865739,0,44.02,Census Tract 44.02,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_8990,-119.3322872,35.58975203,IMG_5_8990.jpg,D,1,SV_PolicingMSA/CA_8990/IMG_5_8990.jpg,,,,,4,1
8990,6029004402,Census Tract 44.02,CA,1400000US06029004402,44.02, Kern County,California,32.7,5204,0.616833205,0.035357417,0.014604151,0,0,0.069177556,0.264027671,0.944850115,0.017102229,6,G0600290004402,2020,6029004402,4,9,California,6,Kern County,29,4402,12540,1,999,99999,1865739,0,44.02,Census Tract 44.02,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_8990,-119.3322897,35.59354438,IMG_2_8990.jpg,D,1,SV_PolicingMSA/CA_8990/IMG_2_8990.jpg,,,,,4,1
8990,6029004402,Census Tract 44.02,CA,1400000US06029004402,44.02, Kern County,California,32.7,5204,0.616833205,0.035357417,0.014604151,0,0,0.069177556,0.264027671,0.944850115,0.017102229,6,G0600290004402,2020,6029004402,4,9,California,6,Kern County,29,4402,12540,1,999,99999,1865739,0,44.02,Census Tract 44.02,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_8990,-119.336105,35.58097608,IMG_14_8990.jpg,D,1,SV_PolicingMSA/CA_8990/IMG_14_8990.jpg,,,,,4,1
8990,6029004402,Census Tract 44.02,CA,1400000US06029004402,44.02, Kern County,California,32.7,5204,0.616833205,0.035357417,0.014604151,0,0,0.069177556,0.264027671,0.944850115,0.017102229,6,G0600290004402,2020,6029004402,4,9,California,6,Kern County,29,4402,12540,1,999,99999,1865739,0,44.02,Census Tract 44.02,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_8990,-119.3378066,35.58684352,IMG_12_8990.jpg,D,1,SV_PolicingMSA/CA_8990/IMG_12_8990.jpg,,,,,4,1
8990,6029004402,Census Tract 44.02,CA,1400000US06029004402,44.02, Kern County,California,32.7,5204,0.616833205,0.035357417,0.014604151,0,0,0.069177556,0.264027671,0.944850115,0.017102229,6,G0600290004402,2020,6029004402,4,9,California,6,Kern County,29,4402,12540,1,999,99999,1865739,0,44.02,Census Tract 44.02,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",highPov,CA_8990,-119.3314206,35.58881109,IMG_10_8990.jpg,D,1,SV_PolicingMSA/CA_8990/IMG_10_8990.jpg,,,,,4,1
2537,6029003137,Census Tract 31.37,CA,1400000US06029003137,31.37, Kern County,California,14.6,2867,0.45727241,0.064527381,0.038018835,0.018486223,0,0.272410185,0.149284967,0.84478549,0.047436345,6,G0600290003137,2020,6029003137,4,9,California,6,Kern County,29,3137,12540,1,999,99999,1064048,0,31.37,Census Tract 31.37,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",lowPov,CA_2537,-119.0233515,35.29645372,IMG_10_2537.jpg,A,1,SV_PolicingMSA/CA_2537/IMG_10_2537.jpg,,,,,5,2
2537,6029003137,Census Tract 31.37,CA,1400000US06029003137,31.37, Kern County,California,14.6,2867,0.45727241,0.064527381,0.038018835,0.018486223,0,0.272410185,0.149284967,0.84478549,0.047436345,6,G0600290003137,2020,6029003137,4,9,California,6,Kern County,29,3137,12540,1,999,99999,1064048,0,31.37,Census Tract 31.37,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",lowPov,CA_2537,-119.0226845,35.29984953,IMG_4_2537.jpg,A,1,SV_PolicingMSA/CA_2537/IMG_4_2537.jpg,,,,,5,2
2537,6029003137,Census Tract 31.37,CA,1400000US06029003137,31.37, Kern County,California,14.6,2867,0.45727241,0.064527381,0.038018835,0.018486223,0,0.272410185,0.149284967,0.84478549,0.047436345,6,G0600290003137,2020,6029003137,4,9,California,6,Kern County,29,3137,12540,1,999,99999,1064048,0,31.37,Census Tract 31.37,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",lowPov,CA_2537,-119.0249262,35.30894744,IMG_9_2537.jpg,A,1,SV_PolicingMSA/CA_2537/IMG_9_2537.jpg,,,,,5,2
2537,6029003137,Census Tract 31.37,CA,1400000US06029003137,31.37, Kern County,California,14.6,2867,0.45727241,0.064527381,0.038018835,0.018486223,0,0.272410185,0.149284967,0.84478549,0.047436345,6,G0600290003137,2020,6029003137,4,9,California,6,Kern County,29,3137,12540,1,999,99999,1064048,0,31.37,Census Tract 31.37,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",lowPov,CA_2537,-119.0251396,35.30242367,IMG_8_2537.jpg,A,1,SV_PolicingMSA/CA_2537/IMG_8_2537.jpg,,,,,5,2
2537,6029003137,Census Tract 31.37,CA,1400000US06029003137,31.37, Kern County,California,14.6,2867,0.45727241,0.064527381,0.038018835,0.018486223,0,0.272410185,0.149284967,0.84478549,0.047436345,6,G0600290003137,2020,6029003137,4,9,California,6,Kern County,29,3137,12540,1,999,99999,1064048,0,31.37,Census Tract 31.37,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",lowPov,CA_2537,-119.0271861,35.30647903,IMG_6_2537.jpg,A,1,SV_PolicingMSA/CA_2537/IMG_6_2537.jpg,,,,,5,2
2537,6029003137,Census Tract 31.37,CA,1400000US06029003137,31.37, Kern County,California,14.6,2867,0.45727241,0.064527381,0.038018835,0.018486223,0,0.272410185,0.149284967,0.84478549,0.047436345,6,G0600290003137,2020,6029003137,4,9,California,6,Kern County,29,3137,12540,1,999,99999,1064048,0,31.37,Census Tract 31.37,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",lowPov,CA_2537,-119.0259176,35.29613681,IMG_7_2537.jpg,A,1,SV_PolicingMSA/CA_2537/IMG_7_2537.jpg,,,,,5,2
2537,6029003137,Census Tract 31.37,CA,1400000US06029003137,31.37, Kern County,California,14.6,2867,0.45727241,0.064527381,0.038018835,0.018486223,0,0.272410185,0.149284967,0.84478549,0.047436345,6,G0600290003137,2020,6029003137,4,9,California,6,Kern County,29,3137,12540,1,999,99999,1064048,0,31.37,Census Tract 31.37,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",lowPov,CA_2537,-119.0248232,35.30564977,IMG_12_2537.jpg,A,1,SV_PolicingMSA/CA_2537/IMG_12_2537.jpg,,,,,5,2
2537,6029003137,Census Tract 31.37,CA,1400000US06029003137,31.37, Kern County,California,14.6,2867,0.45727241,0.064527381,0.038018835,0.018486223,0,0.272410185,0.149284967,0.84478549,0.047436345,6,G0600290003137,2020,6029003137,4,9,California,6,Kern County,29,3137,12540,1,999,99999,1064048,0,31.37,Census Tract 31.37,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",lowPov,CA_2537,-119.0271489,35.30151302,IMG_2_2537.jpg,A,1,SV_PolicingMSA/CA_2537/IMG_2_2537.jpg,,,,,5,2
2555,6029003221,Census Tract 32.21,CA,1400000US06029003221,32.21, Kern County,California,3.2,2344,0.471416382,0.043088737,0,0.25383959,0,0.127559727,0.104095563,0.351535836,0.247440273,6,G0600290003221,2020,6029003221,4,9,California,6,Kern County,29,3221,12540,1,999,99999,75120809,0,32.21,Census Tract 32.21,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",lowPov,CA_2555,-119.132027,35.30101658,IMG_8_2555.jpg,B,1,SV_PolicingMSA/CA_2555/IMG_8_2555.jpg,,,,,6,2
2555,6029003221,Census Tract 32.21,CA,1400000US06029003221,32.21, Kern County,California,3.2,2344,0.471416382,0.043088737,0,0.25383959,0,0.127559727,0.104095563,0.351535836,0.247440273,6,G0600290003221,2020,6029003221,4,9,California,6,Kern County,29,3221,12540,1,999,99999,75120809,0,32.21,Census Tract 32.21,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",lowPov,CA_2555,-119.1316097,35.31768461,IMG_13_2555.jpg,B,1,SV_PolicingMSA/CA_2555/IMG_13_2555.jpg,,,,,6,2
2555,6029003221,Census Tract 32.21,CA,1400000US06029003221,32.21, Kern County,California,3.2,2344,0.471416382,0.043088737,0,0.25383959,0,0.127559727,0.104095563,0.351535836,0.247440273,6,G0600290003221,2020,6029003221,4,9,California,6,Kern County,29,3221,12540,1,999,99999,75120809,0,32.21,Census Tract 32.21,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",lowPov,CA_2555,-119.1364311,35.31277456,IMG_3_2555.jpg,B,1,SV_PolicingMSA/CA_2555/IMG_3_2555.jpg,,,,,6,2
2555,6029003221,Census Tract 32.21,CA,1400000US06029003221,32.21, Kern County,California,3.2,2344,0.471416382,0.043088737,0,0.25383959,0,0.127559727,0.104095563,0.351535836,0.247440273,6,G0600290003221,2020,6029003221,4,9,California,6,Kern County,29,3221,12540,1,999,99999,75120809,0,32.21,Census Tract 32.21,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",lowPov,CA_2555,-119.1328378,35.30179023,IMG_14_2555.jpg,B,1,SV_PolicingMSA/CA_2555/IMG_14_2555.jpg,,,,,6,2
2555,6029003221,Census Tract 32.21,CA,1400000US06029003221,32.21, Kern County,California,3.2,2344,0.471416382,0.043088737,0,0.25383959,0,0.127559727,0.104095563,0.351535836,0.247440273,6,G0600290003221,2020,6029003221,4,9,California,6,Kern County,29,3221,12540,1,999,99999,75120809,0,32.21,Census Tract 32.21,NA,NA,"Bakersfield, CA",Metropolitan Statistical Area,NA,NA,Kern County,California,Central,"Bakersfield, CA",lowPov,CA_2555,-119.1365789,35.3229248,IMG_9_2555.jpg,B,1,SV_PolicingMSA/CA_2555/IMG_9_2555.jpg,,,,,6,2
