"","path","task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block.x.x","accuracy","slider_start","choices","standardized_response","correct","num_attention_checks_correct","stim_tract","stim_tractT","block.x","P0_Q1.wealthy","P0_Q1.safe","P0_Q1.walkable","P0_Q1.traditional","P0_Q1.diverse","block_fixed","stim_tractT.x","block.y","P0_Q1.violence","P0_Q1.crime","P0_Q1.drug","P0_Q1.schools","P0_Q1.opportunities","stim_tractT.y","block.y.y","P0_Q1.movein","P0_Q1.moveout","P0_Q1.shopping","P0_Q1.walk","P0_Q1.park","P0_Q1.school","age","sex","gender","gender-self-describe","zipcode","surveyComments"
"11","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-1_p-undefined_s-6568abf80701421fc3443fda_SESSION_2023-11-30_11h00.17.632.csv","sliderTrial","html-slider-response",40,260421,"0.0-40.0",NA,"656776a7904ae00d6b91d1dd","6568abf80701421fc3443fda",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2281","[""SV_PolicingMSA/CA_8565/IMG_3_8565.jpg"",""SV_PolicingMSA/CA_8565/IMG_12_8565.jpg"",""SV_PolicingMSA/CA_8565/IMG_5_8565.jpg"",""SV_PolicingMSA/CA_8565/IMG_7_8565.jpg"",""SV_PolicingMSA/CA_8565/IMG_1_8565.jpg"",""SV_PolicingMSA/CA_8565/IMG_2_8565.jpg"",""SV_PolicingMSA/CA_8565/IMG_8_8565.jpg"",""SV_PolicingMSA/CA_8565/IMG_6_8565.jpg""]","3",NA,NA,NA,NA,NA,4,NA,4,"[""./rc_img/cop_condGroup_13_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_13_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_8565","CA_8565",4,3,2,1,3,2,7,"CA_8565",4,1,1,2,3,3,"CA_8565",4,3,2,2,2,2,2,"48","male","nonbinary","Man and nonbinary","49120","Nothing, thanks!"
"12","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-1_p-undefined_s-6568abf80701421fc3443fda_SESSION_2023-11-30_11h00.17.632.csv","sliderTrial","html-slider-response",53,325283,"0.0-53.0",NA,"656776a7904ae00d6b91d1dd","6568abf80701421fc3443fda",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3181","[""SV_PolicingMSA/CA_8990/IMG_8_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_9_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_13_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_5_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_2_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_14_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_12_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_10_8990.jpg""]","3",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_14_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_14_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_8990","CA_8990",3,0,1,2,1,1,5,"CA_8990",3,3,3,4,0,0,"CA_8990",3,1,3,2,1,2,2,"48","male","nonbinary","Man and nonbinary","49120","Nothing, thanks!"
"13","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-1_p-undefined_s-6568abf80701421fc3443fda_SESSION_2023-11-30_11h00.17.632.csv","sliderTrial","html-slider-response",54,327359,"0.0-54.0",NA,"656776a7904ae00d6b91d1dd","6568abf80701421fc3443fda",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2075","[""SV_PolicingMSA/CA_8990/IMG_8_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_9_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_13_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_5_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_2_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_14_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_12_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_10_8990.jpg""]","5",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_18_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_18_CommunitySafety_autoscaled.png""]",3,NA,NA,"CA_8990","CA_8990",3,0,1,2,1,1,5,"CA_8990",3,3,3,4,0,0,"CA_8990",3,1,3,2,1,2,2,"48","male","nonbinary","Man and nonbinary","49120","Nothing, thanks!"
"14","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-1_p-undefined_s-6568abf80701421fc3443fda_SESSION_2023-11-30_11h00.17.632.csv","sliderTrial","html-slider-response",55,329650,"0.0-55.0",NA,"656776a7904ae00d6b91d1dd","6568abf80701421fc3443fda",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2290","[""SV_PolicingMSA/CA_8990/IMG_8_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_9_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_13_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_5_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_2_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_14_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_12_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_10_8990.jpg""]","3",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_8990","CA_8990",3,0,1,2,1,1,5,"CA_8990",3,3,3,4,0,0,"CA_8990",3,1,3,2,1,2,2,"48","male","nonbinary","Man and nonbinary","49120","Nothing, thanks!"
"15","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-1_p-undefined_s-6568abf80701421fc3443fda_SESSION_2023-11-30_11h00.17.632.csv","sliderTrial","html-slider-response",56,335040,"0.0-56.0",NA,"656776a7904ae00d6b91d1dd","6568abf80701421fc3443fda",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5390","[""SV_PolicingMSA/CA_8990/IMG_8_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_9_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_13_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_5_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_2_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_14_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_12_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_10_8990.jpg""]","3",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_8990","CA_8990",3,0,1,2,1,1,5,"CA_8990",3,3,3,4,0,0,"CA_8990",3,1,3,2,1,2,2,"48","male","nonbinary","Man and nonbinary","49120","Nothing, thanks!"
"16","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-1_p-undefined_s-6568abf80701421fc3443fda_SESSION_2023-11-30_11h00.17.632.csv","sliderTrial","html-slider-response",57,337885,"0.0-57.0",NA,"656776a7904ae00d6b91d1dd","6568abf80701421fc3443fda",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2845","[""SV_PolicingMSA/CA_8990/IMG_8_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_9_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_13_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_5_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_2_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_14_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_12_8990.jpg"",""SV_PolicingMSA/CA_8990/IMG_10_8990.jpg""]","3",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_20_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_20_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_8990","CA_8990",3,0,1,2,1,1,5,"CA_8990",3,3,3,4,0,0,"CA_8990",3,1,3,2,1,2,2,"48","male","nonbinary","Man and nonbinary","49120","Nothing, thanks!"
"17","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-1_p-undefined_s-6568abf80701421fc3443fda_SESSION_2023-11-30_11h00.17.632.csv","sliderTrial","html-slider-response",70,394497,"0.0-70.0",NA,"656776a7904ae00d6b91d1dd","6568abf80701421fc3443fda",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2992","[""SV_PolicingMSA/CA_2011/IMG_0_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_1_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_6_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_14_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_9_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_13_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_11_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_5_2011.jpg""]","3",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_16_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_16_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_2011","CA_2011",2,0,1,1,2,1,3,"CA_2011",2,3,3,4,0,0,"CA_2011",2,1,3,2,2,2,2,"48","male","nonbinary","Man and nonbinary","49120","Nothing, thanks!"
"18","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-1_p-undefined_s-6568abf80701421fc3443fda_SESSION_2023-11-30_11h00.17.632.csv","sliderTrial","html-slider-response",71,396467,"0.0-71.0",NA,"656776a7904ae00d6b91d1dd","6568abf80701421fc3443fda",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970","[""SV_PolicingMSA/CA_2011/IMG_0_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_1_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_6_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_14_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_9_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_13_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_11_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_5_2011.jpg""]","5",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_11_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_11_CommunitySafety_autoscaled.png""]",3,NA,NA,"CA_2011","CA_2011",2,0,1,1,2,1,3,"CA_2011",2,3,3,4,0,0,"CA_2011",2,1,3,2,2,2,2,"48","male","nonbinary","Man and nonbinary","49120","Nothing, thanks!"
"19","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-1_p-undefined_s-6568abf80701421fc3443fda_SESSION_2023-11-30_11h00.17.632.csv","sliderTrial","html-slider-response",72,400875,"0.0-72.0",NA,"656776a7904ae00d6b91d1dd","6568abf80701421fc3443fda",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4406","[""SV_PolicingMSA/CA_2011/IMG_0_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_1_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_6_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_14_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_9_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_13_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_11_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_5_2011.jpg""]","3",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_7_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_7_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_2011","CA_2011",2,0,1,1,2,1,3,"CA_2011",2,3,3,4,0,0,"CA_2011",2,1,3,2,2,2,2,"48","male","nonbinary","Man and nonbinary","49120","Nothing, thanks!"
"20","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-1_p-undefined_s-6568abf80701421fc3443fda_SESSION_2023-11-30_11h00.17.632.csv","sliderTrial","html-slider-response",73,403967,"0.0-73.0",NA,"656776a7904ae00d6b91d1dd","6568abf80701421fc3443fda",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3092","[""SV_PolicingMSA/CA_2011/IMG_0_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_1_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_6_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_14_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_9_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_13_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_11_2011.jpg"",""SV_PolicingMSA/CA_2011/IMG_5_2011.jpg""]","3",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_2011","CA_2011",2,0,1,1,2,1,3,"CA_2011",2,3,3,4,0,0,"CA_2011",2,1,3,2,2,2,2,"48","male","nonbinary","Man and nonbinary","49120","Nothing, thanks!"
