"","task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block.x.x","accuracy","slider_start","choices","correct","standardized_response","num_attention_checks_correct","stim_tract","stim_tractT","block.x","P0_Q1.wealthy","P0_Q1.safe","P0_Q1.walkable","P0_Q1.traditional","P0_Q1.diverse","block_fixed","stim_tractT.x","block.y","P0_Q1.violence","P0_Q1.crime","P0_Q1.drug","P0_Q1.schools","P0_Q1.opportunities","stim_tractT.y","block.y.y","P0_Q1.movein","P0_Q1.moveout","P0_Q1.shopping","P0_Q1.walk","P0_Q1.park","P0_Q1.school","age","sex","gender","gender-self-describe","zipcode","surveyComments"
"11","sliderTrial","html-slider-response",40,218405,"0.0-40.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3264","[""SV_PolicingMSA/MO_982/IMG_0_982.jpg"",""SV_PolicingMSA/MO_982/IMG_12_982.jpg"",""SV_PolicingMSA/MO_982/IMG_10_982.jpg"",""SV_PolicingMSA/MO_982/IMG_7_982.jpg"",""SV_PolicingMSA/MO_982/IMG_14_982.jpg"",""SV_PolicingMSA/MO_982/IMG_13_982.jpg"",""SV_PolicingMSA/MO_982/IMG_8_982.jpg"",""SV_PolicingMSA/MO_982/IMG_2_982.jpg""]","5",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png""]",NA,3,NA,"MO_982/","MO_982",2,2,3,4,3,1,3,"MO_982",2,0,1,1,3,2,"MO_982",2,2,1,1,3,3,3,"30","female","woman","","08071",""
"12","sliderTrial","html-slider-response",53,277126,"0.0-53.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3479","[""SV_PolicingMSA/MO_1004/IMG_5_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_3_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_0_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_14_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_6_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_9_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_12_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_1_1004.jpg""]","5",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_6_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_6_SafeStreets_autoscaled.png""]",NA,5,NA,"MO_1004","MO_1004",1,1,2,2,2,3,2,"MO_1004",1,2,3,2,1,1,"MO_1004",1,1,2,0,1,1,1,"30","female","woman","","08071",""
"13","sliderTrial","html-slider-response",54,280269,"0.0-54.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3142","[""SV_PolicingMSA/MO_1004/IMG_5_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_3_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_0_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_14_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_6_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_9_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_12_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_1_1004.jpg""]","5",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_3_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_3_SafeStreets_autoscaled.png""]",NA,5,NA,"MO_1004","MO_1004",1,1,2,2,2,3,2,"MO_1004",1,2,3,2,1,1,"MO_1004",1,1,2,0,1,1,1,"30","female","woman","","08071",""
"14","sliderTrial","html-slider-response",55,283053,"0.0-55.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2783","[""SV_PolicingMSA/MO_1004/IMG_5_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_3_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_0_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_14_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_6_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_9_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_12_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_1_1004.jpg""]","2",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_5_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_5_SafeStreets_autoscaled.png""]",NA,2,NA,"MO_1004","MO_1004",1,1,2,2,2,3,2,"MO_1004",1,2,3,2,1,1,"MO_1004",1,1,2,0,1,1,1,"30","female","woman","","08071",""
"15","sliderTrial_attention","html-slider-response",56,293062,"0.0-56.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null","[""SV_PolicingMSA/MO_1004/IMG_5_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_3_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_0_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_14_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_6_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_9_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_12_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_1_1004.jpg""]","null",NA,NA,NA,NA,NA,1,NA,4,"[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]",TRUE,NA,NA,"MO_1004","MO_1004",1,1,2,2,2,3,2,"MO_1004",1,2,3,2,1,1,"MO_1004",1,1,2,0,1,1,1,"30","female","woman","","08071",""
"16","sliderTrial","html-slider-response",57,296565,"0.0-57.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3500","[""SV_PolicingMSA/MO_1004/IMG_5_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_3_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_0_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_14_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_6_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_9_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_12_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_1_1004.jpg""]","3",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_11_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_11_SafeStreets_autoscaled.png""]",NA,3,NA,"MO_1004","MO_1004",1,1,2,2,2,3,2,"MO_1004",1,2,3,2,1,1,"MO_1004",1,1,2,0,1,1,1,"30","female","woman","","08071",""
"17","sliderTrial","html-slider-response",58,300165,"0.0-58.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3598","[""SV_PolicingMSA/MO_1004/IMG_5_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_3_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_0_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_14_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_6_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_9_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_12_1004.jpg"",""SV_PolicingMSA/MO_1004/IMG_1_1004.jpg""]","6",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_8_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_8_CommunitySafety_autoscaled.png""]",NA,2,NA,"MO_1004","MO_1004",1,1,2,2,2,3,2,"MO_1004",1,2,3,2,1,1,"MO_1004",1,1,2,0,1,1,1,"30","female","woman","","08071",""
"18","sliderTrial","html-slider-response",71,356381,"0.0-71.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5320","[""SV_PolicingMSA/MO_589/IMG_13_589.jpg"",""SV_PolicingMSA/MO_589/IMG_8_589.jpg"",""SV_PolicingMSA/MO_589/IMG_4_589.jpg"",""SV_PolicingMSA/MO_589/IMG_1_589.jpg"",""SV_PolicingMSA/MO_589/IMG_10_589.jpg"",""SV_PolicingMSA/MO_589/IMG_9_589.jpg"",""SV_PolicingMSA/MO_589/IMG_0_589.jpg"",""SV_PolicingMSA/MO_589/IMG_12_589.jpg""]","6",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_2_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_2_CommunitySafety_autoscaled.png""]",NA,2,NA,"MO_589/","MO_589",2,3,4,0,3,0,4,"MO_589",2,0,0,0,2,1,"MO_589",2,1,2,0,3,3,2,"30","female","woman","","08071",""
"19","sliderTrial","html-slider-response",72,359421,"0.0-72.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3038","[""SV_PolicingMSA/MO_589/IMG_13_589.jpg"",""SV_PolicingMSA/MO_589/IMG_8_589.jpg"",""SV_PolicingMSA/MO_589/IMG_4_589.jpg"",""SV_PolicingMSA/MO_589/IMG_1_589.jpg"",""SV_PolicingMSA/MO_589/IMG_10_589.jpg"",""SV_PolicingMSA/MO_589/IMG_9_589.jpg"",""SV_PolicingMSA/MO_589/IMG_0_589.jpg"",""SV_PolicingMSA/MO_589/IMG_12_589.jpg""]","2",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_4_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_4_SafeStreets_autoscaled.png""]",NA,2,NA,"MO_589/","MO_589",2,3,4,0,3,0,4,"MO_589",2,0,0,0,2,1,"MO_589",2,1,2,0,3,3,2,"30","female","woman","","08071",""
"20","sliderTrial","html-slider-response",73,362269,"0.0-73.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2847","[""SV_PolicingMSA/MO_589/IMG_13_589.jpg"",""SV_PolicingMSA/MO_589/IMG_8_589.jpg"",""SV_PolicingMSA/MO_589/IMG_4_589.jpg"",""SV_PolicingMSA/MO_589/IMG_1_589.jpg"",""SV_PolicingMSA/MO_589/IMG_10_589.jpg"",""SV_PolicingMSA/MO_589/IMG_9_589.jpg"",""SV_PolicingMSA/MO_589/IMG_0_589.jpg"",""SV_PolicingMSA/MO_589/IMG_12_589.jpg""]","5",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_10_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_10_CommunitySafety_autoscaled.png""]",NA,3,NA,"MO_589/","MO_589",2,3,4,0,3,0,4,"MO_589",2,0,0,0,2,1,"MO_589",2,1,2,0,3,3,2,"30","female","woman","","08071",""
"21","sliderTrial","html-slider-response",74,365117,"0.0-74.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2846","[""SV_PolicingMSA/MO_589/IMG_13_589.jpg"",""SV_PolicingMSA/MO_589/IMG_8_589.jpg"",""SV_PolicingMSA/MO_589/IMG_4_589.jpg"",""SV_PolicingMSA/MO_589/IMG_1_589.jpg"",""SV_PolicingMSA/MO_589/IMG_10_589.jpg"",""SV_PolicingMSA/MO_589/IMG_9_589.jpg"",""SV_PolicingMSA/MO_589/IMG_0_589.jpg"",""SV_PolicingMSA/MO_589/IMG_12_589.jpg""]","2",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_1_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_1_SafeStreets_autoscaled.png""]",NA,2,NA,"MO_589/","MO_589",2,3,4,0,3,0,4,"MO_589",2,0,0,0,2,1,"MO_589",2,1,2,0,3,3,2,"30","female","woman","","08071",""
"22","sliderTrial","html-slider-response",75,368093,"0.0-75.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2976","[""SV_PolicingMSA/MO_589/IMG_13_589.jpg"",""SV_PolicingMSA/MO_589/IMG_8_589.jpg"",""SV_PolicingMSA/MO_589/IMG_4_589.jpg"",""SV_PolicingMSA/MO_589/IMG_1_589.jpg"",""SV_PolicingMSA/MO_589/IMG_10_589.jpg"",""SV_PolicingMSA/MO_589/IMG_9_589.jpg"",""SV_PolicingMSA/MO_589/IMG_0_589.jpg"",""SV_PolicingMSA/MO_589/IMG_12_589.jpg""]","2",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_9_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_9_SafeStreets_autoscaled.png""]",NA,2,NA,"MO_589/","MO_589",2,3,4,0,3,0,4,"MO_589",2,0,0,0,2,1,"MO_589",2,1,2,0,3,3,2,"30","female","woman","","08071",""
"23","sliderTrial","html-slider-response",89,435038,"0.0-89.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3984","[""SV_PolicingMSA/MO_628/IMG_14_628.jpg"",""SV_PolicingMSA/MO_628/IMG_10_628.jpg"",""SV_PolicingMSA/MO_628/IMG_6_628.jpg"",""SV_PolicingMSA/MO_628/IMG_9_628.jpg"",""SV_PolicingMSA/MO_628/IMG_4_628.jpg"",""SV_PolicingMSA/MO_628/IMG_1_628.jpg"",""SV_PolicingMSA/MO_628/IMG_5_628.jpg"",""SV_PolicingMSA/MO_628/IMG_0_628.jpg""]","6",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png""]",NA,2,NA,"MO_628/","MO_628",3,3,4,3,4,2,5,"MO_628",3,0,1,1,3,3,"MO_628",3,3,1,2,3,3,3,"30","female","woman","","08071",""
"24","sliderTrial","html-slider-response",90,438269,"0.0-90.0",NA,"656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3232","[""SV_PolicingMSA/MO_628/IMG_14_628.jpg"",""SV_PolicingMSA/MO_628/IMG_10_628.jpg"",""SV_PolicingMSA/MO_628/IMG_6_628.jpg"",""SV_PolicingMSA/MO_628/IMG_9_628.jpg"",""SV_PolicingMSA/MO_628/IMG_4_628.jpg"",""SV_PolicingMSA/MO_628/IMG_1_628.jpg"",""SV_PolicingMSA/MO_628/IMG_5_628.jpg"",""SV_PolicingMSA/MO_628/IMG_0_628.jpg""]","2",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_18_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_18_SafeStreets_autoscaled.png""]",NA,2,NA,"MO_628/","MO_628",3,3,4,3,4,2,5,"MO_628",3,0,1,1,3,3,"MO_628",3,3,1,2,3,3,3,"30","female","woman","","08071",""
