"","task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block.x.x","accuracy","slider_start","choices","standardized_response","correct","num_attention_checks_correct","stim_tract","stim_tractT","block.x","P0_Q1.wealthy","P0_Q1.safe","P0_Q1.walkable","P0_Q1.traditional","P0_Q1.diverse","block_fixed","stim_tractT.x","block.y","P0_Q1.violence","P0_Q1.crime","P0_Q1.drug","P0_Q1.schools","P0_Q1.opportunities","stim_tractT.y","block.y.y","P0_Q1.movein","P0_Q1.moveout","P0_Q1.shopping","P0_Q1.walk","P0_Q1.park","P0_Q1.school","age","sex","gender","gender-self-describe","zipcode","surveyComments"
"11","sliderTrial","html-slider-response",52,244823,"0.0-52.0",NA,"656776a7904ae00d6b91d1dd","6568ace584f3834d41cc7b8a",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3424","[""SV_PolicingMSA/NV_329/IMG_12_329.jpg"",""SV_PolicingMSA/NV_329/IMG_6_329.jpg"",""SV_PolicingMSA/NV_329/IMG_2_329.jpg"",""SV_PolicingMSA/NV_329/IMG_10_329.jpg"",""SV_PolicingMSA/NV_329/IMG_0_329.jpg"",""SV_PolicingMSA/NV_329/IMG_13_329.jpg"",""SV_PolicingMSA/NV_329/IMG_14_329.jpg"",""SV_PolicingMSA/NV_329/IMG_1_329.jpg""]","6",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png""]",2,NA,NA,"NV_329/","NV_329",2,3,3,3,4,3,4,"NV_329",2,2,2,2,3,3,"NV_329",2,3,1,4,3,4,4,"47","female","woman","","77088","It's sometimes hard to tell about certain aspects of an area and at other times, you can clearly see.  We also need to take pride in what we have and own instead of conforming to certain standards that seem to be the norm.  We work hard for what we have and it should show in how we take care of our homes and neighborhood."
"12","sliderTrial","html-slider-response",53,251415,"0.0-53.0",NA,"656776a7904ae00d6b91d1dd","6568ace584f3834d41cc7b8a",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6588","[""SV_PolicingMSA/NV_329/IMG_12_329.jpg"",""SV_PolicingMSA/NV_329/IMG_6_329.jpg"",""SV_PolicingMSA/NV_329/IMG_2_329.jpg"",""SV_PolicingMSA/NV_329/IMG_10_329.jpg"",""SV_PolicingMSA/NV_329/IMG_0_329.jpg"",""SV_PolicingMSA/NV_329/IMG_13_329.jpg"",""SV_PolicingMSA/NV_329/IMG_14_329.jpg"",""SV_PolicingMSA/NV_329/IMG_1_329.jpg""]","2",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_14_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_14_SafeStreets_autoscaled.png""]",2,NA,NA,"NV_329/","NV_329",2,3,3,3,4,3,4,"NV_329",2,2,2,2,3,3,"NV_329",2,3,1,4,3,4,4,"47","female","woman","","77088","It's sometimes hard to tell about certain aspects of an area and at other times, you can clearly see.  We also need to take pride in what we have and own instead of conforming to certain standards that seem to be the norm.  We work hard for what we have and it should show in how we take care of our homes and neighborhood."
"13","sliderTrial","html-slider-response",54,254342,"0.0-54.0",NA,"656776a7904ae00d6b91d1dd","6568ace584f3834d41cc7b8a",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2924","[""SV_PolicingMSA/NV_329/IMG_12_329.jpg"",""SV_PolicingMSA/NV_329/IMG_6_329.jpg"",""SV_PolicingMSA/NV_329/IMG_2_329.jpg"",""SV_PolicingMSA/NV_329/IMG_10_329.jpg"",""SV_PolicingMSA/NV_329/IMG_0_329.jpg"",""SV_PolicingMSA/NV_329/IMG_13_329.jpg"",""SV_PolicingMSA/NV_329/IMG_14_329.jpg"",""SV_PolicingMSA/NV_329/IMG_1_329.jpg""]","6",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_3_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_3_CommunitySafety_autoscaled.png""]",2,NA,NA,"NV_329/","NV_329",2,3,3,3,4,3,4,"NV_329",2,2,2,2,3,3,"NV_329",2,3,1,4,3,4,4,"47","female","woman","","77088","It's sometimes hard to tell about certain aspects of an area and at other times, you can clearly see.  We also need to take pride in what we have and own instead of conforming to certain standards that seem to be the norm.  We work hard for what we have and it should show in how we take care of our homes and neighborhood."
"14","sliderTrial","html-slider-response",55,260648,"0.0-55.0",NA,"656776a7904ae00d6b91d1dd","6568ace584f3834d41cc7b8a",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6301","[""SV_PolicingMSA/NV_329/IMG_12_329.jpg"",""SV_PolicingMSA/NV_329/IMG_6_329.jpg"",""SV_PolicingMSA/NV_329/IMG_2_329.jpg"",""SV_PolicingMSA/NV_329/IMG_10_329.jpg"",""SV_PolicingMSA/NV_329/IMG_0_329.jpg"",""SV_PolicingMSA/NV_329/IMG_13_329.jpg"",""SV_PolicingMSA/NV_329/IMG_14_329.jpg"",""SV_PolicingMSA/NV_329/IMG_1_329.jpg""]","3",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_18_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_18_SafeStreets_autoscaled.png""]",3,NA,NA,"NV_329/","NV_329",2,3,3,3,4,3,4,"NV_329",2,2,2,2,3,3,"NV_329",2,3,1,4,3,4,4,"47","female","woman","","77088","It's sometimes hard to tell about certain aspects of an area and at other times, you can clearly see.  We also need to take pride in what we have and own instead of conforming to certain standards that seem to be the norm.  We work hard for what we have and it should show in how we take care of our homes and neighborhood."
"15","sliderTrial","html-slider-response",56,263191,"0.0-56.0",NA,"656776a7904ae00d6b91d1dd","6568ace584f3834d41cc7b8a",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2541","[""SV_PolicingMSA/NV_329/IMG_12_329.jpg"",""SV_PolicingMSA/NV_329/IMG_6_329.jpg"",""SV_PolicingMSA/NV_329/IMG_2_329.jpg"",""SV_PolicingMSA/NV_329/IMG_10_329.jpg"",""SV_PolicingMSA/NV_329/IMG_0_329.jpg"",""SV_PolicingMSA/NV_329/IMG_13_329.jpg"",""SV_PolicingMSA/NV_329/IMG_14_329.jpg"",""SV_PolicingMSA/NV_329/IMG_1_329.jpg""]","6",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png""]",2,NA,NA,"NV_329/","NV_329",2,3,3,3,4,3,4,"NV_329",2,2,2,2,3,3,"NV_329",2,3,1,4,3,4,4,"47","female","woman","","77088","It's sometimes hard to tell about certain aspects of an area and at other times, you can clearly see.  We also need to take pride in what we have and own instead of conforming to certain standards that seem to be the norm.  We work hard for what we have and it should show in how we take care of our homes and neighborhood."
"16","sliderTrial","html-slider-response",69,308088,"0.0-69.0",NA,"656776a7904ae00d6b91d1dd","6568ace584f3834d41cc7b8a",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3184","[""SV_PolicingMSA/NV_189/IMG_9_189.jpg"",""SV_PolicingMSA/NV_189/IMG_5_189.jpg"",""SV_PolicingMSA/NV_189/IMG_7_189.jpg"",""SV_PolicingMSA/NV_189/IMG_8_189.jpg"",""SV_PolicingMSA/NV_189/IMG_4_189.jpg"",""SV_PolicingMSA/NV_189/IMG_11_189.jpg"",""SV_PolicingMSA/NV_189/IMG_10_189.jpg"",""SV_PolicingMSA/NV_189/IMG_6_189.jpg""]","1",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png""]",1,NA,NA,"NV_189/","NV_189",1,1,2,2,4,4,2,"NV_189",1,2,2,2,2,2,"NV_189",1,1,2,3,2,3,3,"47","female","woman","","77088","It's sometimes hard to tell about certain aspects of an area and at other times, you can clearly see.  We also need to take pride in what we have and own instead of conforming to certain standards that seem to be the norm.  We work hard for what we have and it should show in how we take care of our homes and neighborhood."
"17","sliderTrial_attention","html-slider-response",70,318098,"0.0-70.0",NA,"656776a7904ae00d6b91d1dd","6568ace584f3834d41cc7b8a",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null","[""SV_PolicingMSA/NV_189/IMG_9_189.jpg"",""SV_PolicingMSA/NV_189/IMG_5_189.jpg"",""SV_PolicingMSA/NV_189/IMG_7_189.jpg"",""SV_PolicingMSA/NV_189/IMG_8_189.jpg"",""SV_PolicingMSA/NV_189/IMG_4_189.jpg"",""SV_PolicingMSA/NV_189/IMG_11_189.jpg"",""SV_PolicingMSA/NV_189/IMG_10_189.jpg"",""SV_PolicingMSA/NV_189/IMG_6_189.jpg""]","null",NA,NA,NA,NA,NA,1,NA,4,"[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]",NA,TRUE,NA,"NV_189/","NV_189",1,1,2,2,4,4,2,"NV_189",1,2,2,2,2,2,"NV_189",1,1,2,3,2,3,3,"47","female","woman","","77088","It's sometimes hard to tell about certain aspects of an area and at other times, you can clearly see.  We also need to take pride in what we have and own instead of conforming to certain standards that seem to be the norm.  We work hard for what we have and it should show in how we take care of our homes and neighborhood."
"18","sliderTrial","html-slider-response",71,323936,"0.0-71.0",NA,"656776a7904ae00d6b91d1dd","6568ace584f3834d41cc7b8a",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5833","[""SV_PolicingMSA/NV_189/IMG_9_189.jpg"",""SV_PolicingMSA/NV_189/IMG_5_189.jpg"",""SV_PolicingMSA/NV_189/IMG_7_189.jpg"",""SV_PolicingMSA/NV_189/IMG_8_189.jpg"",""SV_PolicingMSA/NV_189/IMG_4_189.jpg"",""SV_PolicingMSA/NV_189/IMG_11_189.jpg"",""SV_PolicingMSA/NV_189/IMG_10_189.jpg"",""SV_PolicingMSA/NV_189/IMG_6_189.jpg""]","2",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_7_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_7_SafeStreets_autoscaled.png""]",2,NA,NA,"NV_189/","NV_189",1,1,2,2,4,4,2,"NV_189",1,2,2,2,2,2,"NV_189",1,1,2,3,2,3,3,"47","female","woman","","77088","It's sometimes hard to tell about certain aspects of an area and at other times, you can clearly see.  We also need to take pride in what we have and own instead of conforming to certain standards that seem to be the norm.  We work hard for what we have and it should show in how we take care of our homes and neighborhood."
"19","sliderTrial","html-slider-response",72,326392,"0.0-72.0",NA,"656776a7904ae00d6b91d1dd","6568ace584f3834d41cc7b8a",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2452","[""SV_PolicingMSA/NV_189/IMG_9_189.jpg"",""SV_PolicingMSA/NV_189/IMG_5_189.jpg"",""SV_PolicingMSA/NV_189/IMG_7_189.jpg"",""SV_PolicingMSA/NV_189/IMG_8_189.jpg"",""SV_PolicingMSA/NV_189/IMG_4_189.jpg"",""SV_PolicingMSA/NV_189/IMG_11_189.jpg"",""SV_PolicingMSA/NV_189/IMG_10_189.jpg"",""SV_PolicingMSA/NV_189/IMG_6_189.jpg""]","2",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_5_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_5_SafeStreets_autoscaled.png""]",2,NA,NA,"NV_189/","NV_189",1,1,2,2,4,4,2,"NV_189",1,2,2,2,2,2,"NV_189",1,1,2,3,2,3,3,"47","female","woman","","77088","It's sometimes hard to tell about certain aspects of an area and at other times, you can clearly see.  We also need to take pride in what we have and own instead of conforming to certain standards that seem to be the norm.  We work hard for what we have and it should show in how we take care of our homes and neighborhood."
"20","sliderTrial","html-slider-response",73,329511,"0.0-73.0",NA,"656776a7904ae00d6b91d1dd","6568ace584f3834d41cc7b8a",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3116","[""SV_PolicingMSA/NV_189/IMG_9_189.jpg"",""SV_PolicingMSA/NV_189/IMG_5_189.jpg"",""SV_PolicingMSA/NV_189/IMG_7_189.jpg"",""SV_PolicingMSA/NV_189/IMG_8_189.jpg"",""SV_PolicingMSA/NV_189/IMG_4_189.jpg"",""SV_PolicingMSA/NV_189/IMG_11_189.jpg"",""SV_PolicingMSA/NV_189/IMG_10_189.jpg"",""SV_PolicingMSA/NV_189/IMG_6_189.jpg""]","6",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_9_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_9_CommunitySafety_autoscaled.png""]",2,NA,NA,"NV_189/","NV_189",1,1,2,2,4,4,2,"NV_189",1,2,2,2,2,2,"NV_189",1,1,2,3,2,3,3,"47","female","woman","","77088","It's sometimes hard to tell about certain aspects of an area and at other times, you can clearly see.  We also need to take pride in what we have and own instead of conforming to certain standards that seem to be the norm.  We work hard for what we have and it should show in how we take care of our homes and neighborhood."
"21","sliderTrial","html-slider-response",74,332294,"0.0-74.0",NA,"656776a7904ae00d6b91d1dd","6568ace584f3834d41cc7b8a",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2779","[""SV_PolicingMSA/NV_189/IMG_9_189.jpg"",""SV_PolicingMSA/NV_189/IMG_5_189.jpg"",""SV_PolicingMSA/NV_189/IMG_7_189.jpg"",""SV_PolicingMSA/NV_189/IMG_8_189.jpg"",""SV_PolicingMSA/NV_189/IMG_4_189.jpg"",""SV_PolicingMSA/NV_189/IMG_11_189.jpg"",""SV_PolicingMSA/NV_189/IMG_10_189.jpg"",""SV_PolicingMSA/NV_189/IMG_6_189.jpg""]","6",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_2_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_2_CommunitySafety_autoscaled.png""]",2,NA,NA,"NV_189/","NV_189",1,1,2,2,4,4,2,"NV_189",1,2,2,2,2,2,"NV_189",1,1,2,3,2,3,3,"47","female","woman","","77088","It's sometimes hard to tell about certain aspects of an area and at other times, you can clearly see.  We also need to take pride in what we have and own instead of conforming to certain standards that seem to be the norm.  We work hard for what we have and it should show in how we take care of our homes and neighborhood."
