"","task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block.x.x","accuracy","slider_start","choices","correct","standardized_response","num_attention_checks_correct","stim_tract","stim_tractT","block.x","P0_Q1.wealthy","P0_Q1.safe","P0_Q1.walkable","P0_Q1.traditional","P0_Q1.diverse","block_fixed","stim_tractT.x","block.y","P0_Q1.violence","P0_Q1.crime","P0_Q1.drug","P0_Q1.schools","P0_Q1.opportunities","stim_tractT.y","block.y.y","P0_Q1.movein","P0_Q1.moveout","P0_Q1.shopping","P0_Q1.walk","P0_Q1.park","P0_Q1.school","age","sex","gender","gender-self-describe","zipcode","surveyComments"
"11","sliderTrial","html-slider-response",40,246705,"0.0-40.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4814","[""SV_PolicingMSA/CO_674/IMG_8_674.jpg"",""SV_PolicingMSA/CO_674/IMG_4_674.jpg"",""SV_PolicingMSA/CO_674/IMG_13_674.jpg"",""SV_PolicingMSA/CO_674/IMG_7_674.jpg"",""SV_PolicingMSA/CO_674/IMG_0_674.jpg"",""SV_PolicingMSA/CO_674/IMG_2_674.jpg"",""SV_PolicingMSA/CO_674/IMG_10_674.jpg"",""SV_PolicingMSA/CO_674/IMG_14_674.jpg""]","4",NA,NA,NA,NA,NA,4,NA,4,"[""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png""]",NA,4,NA,"CO_674/","CO_674",4,3,3,3,3,3,7,"CO_674",4,1,1,1,3,2,"CO_674",4,3,1,3,2,2,3,"51","male","man","","80634",""
"12","sliderTrial_attention","html-slider-response",53,312923,"0.0-53.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","null",NA,NA,NA,NA,NA,1,NA,4,"[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]",TRUE,NA,NA,"CO_368/","CO_368",1,1,1,0,0,2,2,"CO_368",1,2,3,3,1,1,"CO_368",1,0,4,0,0,0,0,"51","male","man","","80634",""
"13","sliderTrial","html-slider-response",54,315712,"0.0-54.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2786","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_7_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_7_SafeStreets_autoscaled.png""]",NA,4,NA,"CO_368/","CO_368",1,1,1,0,0,2,2,"CO_368",1,2,3,3,1,1,"CO_368",1,0,4,0,0,0,0,"51","male","man","","80634",""
"14","sliderTrial","html-slider-response",55,318244,"0.0-55.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2529","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_8_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_8_SafeStreets_autoscaled.png""]",NA,4,NA,"CO_368/","CO_368",1,1,1,0,0,2,2,"CO_368",1,2,3,3,1,1,"CO_368",1,0,4,0,0,0,0,"51","male","man","","80634",""
"15","sliderTrial","html-slider-response",56,321098,"0.0-56.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2853","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_5_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_5_SafeStreets_autoscaled.png""]",NA,4,NA,"CO_368/","CO_368",1,1,1,0,0,2,2,"CO_368",1,2,3,3,1,1,"CO_368",1,0,4,0,0,0,0,"51","male","man","","80634",""
"16","sliderTrial","html-slider-response",57,324737,"0.0-57.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3638","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png""]",NA,4,NA,"CO_368/","CO_368",1,1,1,0,0,2,2,"CO_368",1,2,3,3,1,1,"CO_368",1,0,4,0,0,0,0,"51","male","man","","80634",""
"17","sliderTrial","html-slider-response",58,326822,"0.0-58.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2083","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_9_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_9_CommunitySafety_autoscaled.png""]",NA,4,NA,"CO_368/","CO_368",1,1,1,0,0,2,2,"CO_368",1,2,3,3,1,1,"CO_368",1,0,4,0,0,0,0,"51","male","man","","80634",""
"18","sliderTrial","html-slider-response",71,392161,"0.0-71.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3248","[""SV_PolicingMSA/CO_1308/IMG_4_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_3_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_8_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_14_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_0_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_2_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_13_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_11_1308.jpg""]","4",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_18_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_18_SafeStreets_autoscaled.png""]",NA,4,NA,"CO_1308","CO_1308",3,2,2,2,1,3,5,"CO_1308",3,2,2,3,1,3,"CO_1308",3,0,2,2,2,1,2,"51","male","man","","80634",""
"19","sliderTrial","html-slider-response",72,393353,"0.0-72.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1191","[""SV_PolicingMSA/CO_1308/IMG_4_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_3_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_8_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_14_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_0_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_2_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_13_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_11_1308.jpg""]","4",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png""]",NA,4,NA,"CO_1308","CO_1308",3,2,2,2,1,3,5,"CO_1308",3,2,2,3,1,3,"CO_1308",3,0,2,2,2,1,2,"51","male","man","","80634",""
"20","sliderTrial","html-slider-response",73,394424,"0.0-73.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1071","[""SV_PolicingMSA/CO_1308/IMG_4_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_3_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_8_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_14_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_0_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_2_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_13_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_11_1308.jpg""]","4",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_13_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_13_SafeStreets_autoscaled.png""]",NA,4,NA,"CO_1308","CO_1308",3,2,2,2,1,3,5,"CO_1308",3,2,2,3,1,3,"CO_1308",3,0,2,2,2,1,2,"51","male","man","","80634",""
"21","sliderTrial","html-slider-response",74,395280,"0.0-74.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"854","[""SV_PolicingMSA/CO_1308/IMG_4_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_3_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_8_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_14_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_0_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_2_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_13_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_11_1308.jpg""]","4",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_20_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_20_SafeStreets_autoscaled.png""]",NA,4,NA,"CO_1308","CO_1308",3,2,2,2,1,3,5,"CO_1308",3,2,2,3,1,3,"CO_1308",3,0,2,2,2,1,2,"51","male","man","","80634",""
"22","sliderTrial","html-slider-response",75,396313,"0.0-75.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1033","[""SV_PolicingMSA/CO_1308/IMG_4_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_3_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_8_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_14_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_0_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_2_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_13_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_11_1308.jpg""]","4",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png""]",NA,4,NA,"CO_1308","CO_1308",3,2,2,2,1,3,5,"CO_1308",3,2,2,3,1,3,"CO_1308",3,0,2,2,2,1,2,"51","male","man","","80634",""
"23","sliderTrial","html-slider-response",89,473042,"0.0-89.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4755","[""SV_PolicingMSA/CO_649/IMG_11_649.jpg"",""SV_PolicingMSA/CO_649/IMG_6_649.jpg"",""SV_PolicingMSA/CO_649/IMG_14_649.jpg"",""SV_PolicingMSA/CO_649/IMG_9_649.jpg"",""SV_PolicingMSA/CO_649/IMG_12_649.jpg"",""SV_PolicingMSA/CO_649/IMG_3_649.jpg"",""SV_PolicingMSA/CO_649/IMG_4_649.jpg"",""SV_PolicingMSA/CO_649/IMG_8_649.jpg""]","4",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_16_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_16_SafeStreets_autoscaled.png""]",NA,4,NA,"CO_649/","CO_649",2,2,2,2,2,3,3,"CO_649",2,2,2,2,2,2,"CO_649",2,2,2,1,1,1,1,"51","male","man","","80634",""
"24","sliderTrial","html-slider-response",90,474041,"0.0-90.0",NA,"656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"997","[""SV_PolicingMSA/CO_649/IMG_11_649.jpg"",""SV_PolicingMSA/CO_649/IMG_6_649.jpg"",""SV_PolicingMSA/CO_649/IMG_14_649.jpg"",""SV_PolicingMSA/CO_649/IMG_9_649.jpg"",""SV_PolicingMSA/CO_649/IMG_12_649.jpg"",""SV_PolicingMSA/CO_649/IMG_3_649.jpg"",""SV_PolicingMSA/CO_649/IMG_4_649.jpg"",""SV_PolicingMSA/CO_649/IMG_8_649.jpg""]","4",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_10_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_10_CommunitySafety_autoscaled.png""]",NA,4,NA,"CO_649/","CO_649",2,2,2,2,2,3,3,"CO_649",2,2,2,2,2,2,"CO_649",2,2,2,1,1,1,1,"51","male","man","","80634",""
