"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block","accuracy","slider_start","choices","correct","standardized_response","num_attention_checks_correct"
"street view slide show","image-button-response","31","173475","0.0-31.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_674/IMG_10_674.jpg","null","","","","","","4","","","","","",""
"street view slide show","image-button-response","32","174481","0.0-32.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_674/IMG_14_674.jpg","null","","","","","","4","","","","","",""
"dot matrix survey1","survey","33","186656","0.0-33.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","12156","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":3,""safe"":3,""walkable"":3,""traditional"":3,""diverse"":3}}","","","","","","4","[]","","","","",""
"dot matrix survey2","survey","34","202780","0.0-34.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","16114","","{""P0_Q0"":null,""P0_Q1"":{""violence"":1,""crime"":1,""drug"":1,""schools"":3,""opportunities"":2}}","","","","","","4","[]","","","","",""
"dot matrix survey3","survey","35","224794","0.0-35.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","22001","","{""P0_Q0"":null,""P0_Q1"":{""movein"":3,""moveout"":1,""shopping"":3,""walk"":2,""park"":2,""school"":3}}","","","","","","4","[]","","","","",""
"sliderTrial","html-slider-response","36","230978","0.0-36.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","6182","[""SV_PolicingMSA/CO_674/IMG_8_674.jpg"",""SV_PolicingMSA/CO_674/IMG_4_674.jpg"",""SV_PolicingMSA/CO_674/IMG_13_674.jpg"",""SV_PolicingMSA/CO_674/IMG_7_674.jpg"",""SV_PolicingMSA/CO_674/IMG_0_674.jpg"",""SV_PolicingMSA/CO_674/IMG_2_674.jpg"",""SV_PolicingMSA/CO_674/IMG_10_674.jpg"",""SV_PolicingMSA/CO_674/IMG_14_674.jpg""]","3","","","","","","4","","4","[""./rc_img/cop_condGroup_16_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_16_SafeStreets_autoscaled.png""]","","3",""
"sliderTrial","html-slider-response","37","235393","0.0-37.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","4414","[""SV_PolicingMSA/CO_674/IMG_8_674.jpg"",""SV_PolicingMSA/CO_674/IMG_4_674.jpg"",""SV_PolicingMSA/CO_674/IMG_13_674.jpg"",""SV_PolicingMSA/CO_674/IMG_7_674.jpg"",""SV_PolicingMSA/CO_674/IMG_0_674.jpg"",""SV_PolicingMSA/CO_674/IMG_2_674.jpg"",""SV_PolicingMSA/CO_674/IMG_10_674.jpg"",""SV_PolicingMSA/CO_674/IMG_14_674.jpg""]","5","","","","","","4","","4","[""./rc_img/cop_condGroup_10_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_10_CommunitySafety_autoscaled.png""]","","3",""
"sliderTrial","html-slider-response","38","238521","0.0-38.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","3127","[""SV_PolicingMSA/CO_674/IMG_8_674.jpg"",""SV_PolicingMSA/CO_674/IMG_4_674.jpg"",""SV_PolicingMSA/CO_674/IMG_13_674.jpg"",""SV_PolicingMSA/CO_674/IMG_7_674.jpg"",""SV_PolicingMSA/CO_674/IMG_0_674.jpg"",""SV_PolicingMSA/CO_674/IMG_2_674.jpg"",""SV_PolicingMSA/CO_674/IMG_10_674.jpg"",""SV_PolicingMSA/CO_674/IMG_14_674.jpg""]","3","","","","","","4","","4","[""./rc_img/cop_condGroup_14_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_14_SafeStreets_autoscaled.png""]","","3",""
"sliderTrial","html-slider-response","39","241890","0.0-39.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","3367","[""SV_PolicingMSA/CO_674/IMG_8_674.jpg"",""SV_PolicingMSA/CO_674/IMG_4_674.jpg"",""SV_PolicingMSA/CO_674/IMG_13_674.jpg"",""SV_PolicingMSA/CO_674/IMG_7_674.jpg"",""SV_PolicingMSA/CO_674/IMG_0_674.jpg"",""SV_PolicingMSA/CO_674/IMG_2_674.jpg"",""SV_PolicingMSA/CO_674/IMG_10_674.jpg"",""SV_PolicingMSA/CO_674/IMG_14_674.jpg""]","3","","","","","","4","","4","[""./rc_img/cop_condGroup_11_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_11_SafeStreets_autoscaled.png""]","","3",""
"sliderTrial","html-slider-response","40","246705","0.0-40.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","4814","[""SV_PolicingMSA/CO_674/IMG_8_674.jpg"",""SV_PolicingMSA/CO_674/IMG_4_674.jpg"",""SV_PolicingMSA/CO_674/IMG_13_674.jpg"",""SV_PolicingMSA/CO_674/IMG_7_674.jpg"",""SV_PolicingMSA/CO_674/IMG_0_674.jpg"",""SV_PolicingMSA/CO_674/IMG_2_674.jpg"",""SV_PolicingMSA/CO_674/IMG_10_674.jpg"",""SV_PolicingMSA/CO_674/IMG_14_674.jpg""]","4","","","","","","4","","4","[""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png""]","","4",""
"before_SVSlide_prompt","html-button-response","41","249754","0.0-41.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","3048","Click [Next] to see the next neighborhood!","0","","","","","","","","","","","",""
"street view slide show","image-button-response","42","250761","0.0-42.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_4_368.jpg","null","","","","","","1","","","","","",""
"street view slide show","image-button-response","43","251782","0.0-43.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_7_368.jpg","null","","","","","","1","","","","","",""
"street view slide show","image-button-response","44","252798","0.0-44.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_6_368.jpg","null","","","","","","1","","","","","",""
"street view slide show","image-button-response","45","253809","0.0-45.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_1_368.jpg","null","","","","","","1","","","","","",""
"street view slide show","image-button-response","46","254827","0.0-46.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_10_368.jpg","null","","","","","","1","","","","","",""
"street view slide show","image-button-response","47","255836","0.0-47.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_9_368.jpg","null","","","","","","1","","","","","",""
"street view slide show","image-button-response","48","256847","0.0-48.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_2_368.jpg","null","","","","","","1","","","","","",""
"street view slide show","image-button-response","49","257859","0.0-49.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_11_368.jpg","null","","","","","","1","","","","","",""
"dot matrix survey1","survey","50","271724","0.0-50.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","13854","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":1,""safe"":1,""walkable"":0,""traditional"":0,""diverse"":2}}","","","","","","1","[]","","","","",""
"dot matrix survey2","survey","51","289662","0.0-51.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","17926","","{""P0_Q0"":null,""P0_Q1"":{""violence"":2,""crime"":3,""drug"":3,""schools"":1,""opportunities"":1}}","","","","","","1","[]","","","","",""
"dot matrix survey3","survey","52","302911","0.0-52.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","13239","","{""P0_Q0"":null,""P0_Q1"":{""movein"":0,""moveout"":4,""shopping"":0,""walk"":0,""park"":0,""school"":0}}","","","","","","1","[]","","","","",""
"sliderTrial_attention","html-slider-response","53","312923","0.0-53.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","null","","","","","","1","","4","[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]","true","",""
"sliderTrial","html-slider-response","54","315712","0.0-54.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","2786","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_7_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_7_SafeStreets_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","55","318244","0.0-55.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","2529","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_8_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_8_SafeStreets_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","56","321098","0.0-56.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","2853","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_5_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_5_SafeStreets_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","57","324737","0.0-57.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","3638","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","58","326822","0.0-58.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","2083","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_9_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_9_CommunitySafety_autoscaled.png""]","","4",""
"before_SVSlide_prompt","html-button-response","59","328393","0.0-59.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","1569","Click [Next] to see the next neighborhood!","0","","","","","","","","","","","",""
"street view slide show","image-button-response","60","329400","0.0-60.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_1308/IMG_4_1308.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","61","330412","0.0-61.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_1308/IMG_3_1308.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","62","331422","0.0-62.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_1308/IMG_8_1308.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","63","332440","0.0-63.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_1308/IMG_14_1308.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","64","333458","0.0-64.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_1308/IMG_0_1308.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","65","334480","0.0-65.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_1308/IMG_2_1308.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","66","335489","0.0-66.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_1308/IMG_13_1308.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","67","336502","0.0-67.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_1308/IMG_11_1308.jpg","null","","","","","","3","","","","","",""
"dot matrix survey1","survey","68","353689","0.0-68.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","17167","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":2,""safe"":2,""walkable"":2,""traditional"":1,""diverse"":3}}","","","","","","3","[]","","","","",""
"dot matrix survey2","survey","69","367462","0.0-69.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","13765","","{""P0_Q0"":null,""P0_Q1"":{""violence"":2,""crime"":2,""drug"":3,""schools"":1,""opportunities"":3}}","","","","","","3","[]","","","","",""
"dot matrix survey3","survey","70","388911","0.0-70.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","21443","","{""P0_Q0"":null,""P0_Q1"":{""movein"":0,""moveout"":2,""shopping"":2,""walk"":2,""park"":1,""school"":2}}","","","","","","3","[]","","","","",""
"sliderTrial","html-slider-response","71","392161","0.0-71.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","3248","[""SV_PolicingMSA/CO_1308/IMG_4_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_3_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_8_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_14_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_0_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_2_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_13_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_11_1308.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_18_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_18_SafeStreets_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","72","393353","0.0-72.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","1191","[""SV_PolicingMSA/CO_1308/IMG_4_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_3_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_8_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_14_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_0_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_2_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_13_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_11_1308.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","73","394424","0.0-73.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","1071","[""SV_PolicingMSA/CO_1308/IMG_4_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_3_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_8_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_14_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_0_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_2_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_13_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_11_1308.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_13_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_13_SafeStreets_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","74","395280","0.0-74.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","854","[""SV_PolicingMSA/CO_1308/IMG_4_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_3_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_8_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_14_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_0_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_2_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_13_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_11_1308.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_20_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_20_SafeStreets_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","75","396313","0.0-75.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","1033","[""SV_PolicingMSA/CO_1308/IMG_4_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_3_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_8_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_14_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_0_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_2_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_13_1308.jpg"",""SV_PolicingMSA/CO_1308/IMG_11_1308.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png""]","","4",""
"half-way","html-button-response","76","412078","0.0-76.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","
    <h3>You are now half way through the study.</h3>
    <p>Please take a quick, 15-second break before you continue.</p>
    <img src='assets/img/countdown-15.gif'>
    <p>The study will automatically advance forward after the countdown is complete. <br> However, you may click ""Next"" to advance forward now if you wish.</p>
    ","null","","","","","","","","","","","",""
"before_SVSlide_prompt","html-button-response","77","415962","0.0-77.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","3879","Click [Next] to see the next neighborhood!","0","","","","","","","","","","","",""
"street view slide show","image-button-response","78","416978","0.0-78.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_11_649.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","79","417984","0.0-79.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_6_649.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","80","418996","0.0-80.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_14_649.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","81","420006","0.0-81.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_9_649.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","82","421021","0.0-82.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_12_649.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","83","422040","0.0-83.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_3_649.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","84","423055","0.0-84.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_4_649.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","85","424075","0.0-85.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_8_649.jpg","null","","","","","","2","","","","","",""
"dot matrix survey1","survey","86","436775","0.0-86.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","12680","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":2,""safe"":2,""walkable"":2,""traditional"":2,""diverse"":3}}","","","","","","2","[]","","","","",""
"dot matrix survey2","survey","87","449182","0.0-87.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","12398","","{""P0_Q0"":null,""P0_Q1"":{""violence"":2,""crime"":2,""drug"":2,""schools"":2,""opportunities"":2}}","","","","","","2","[]","","","","",""
"dot matrix survey3","survey","88","468286","0.0-88.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","19099","","{""P0_Q0"":null,""P0_Q1"":{""movein"":2,""moveout"":2,""shopping"":1,""walk"":1,""park"":1,""school"":1}}","","","","","","2","[]","","","","",""
"sliderTrial","html-slider-response","89","473042","0.0-89.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","4755","[""SV_PolicingMSA/CO_649/IMG_11_649.jpg"",""SV_PolicingMSA/CO_649/IMG_6_649.jpg"",""SV_PolicingMSA/CO_649/IMG_14_649.jpg"",""SV_PolicingMSA/CO_649/IMG_9_649.jpg"",""SV_PolicingMSA/CO_649/IMG_12_649.jpg"",""SV_PolicingMSA/CO_649/IMG_3_649.jpg"",""SV_PolicingMSA/CO_649/IMG_4_649.jpg"",""SV_PolicingMSA/CO_649/IMG_8_649.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_16_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_16_SafeStreets_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","90","474041","0.0-90.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","997","[""SV_PolicingMSA/CO_649/IMG_11_649.jpg"",""SV_PolicingMSA/CO_649/IMG_6_649.jpg"",""SV_PolicingMSA/CO_649/IMG_14_649.jpg"",""SV_PolicingMSA/CO_649/IMG_9_649.jpg"",""SV_PolicingMSA/CO_649/IMG_12_649.jpg"",""SV_PolicingMSA/CO_649/IMG_3_649.jpg"",""SV_PolicingMSA/CO_649/IMG_4_649.jpg"",""SV_PolicingMSA/CO_649/IMG_8_649.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_10_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_10_CommunitySafety_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","91","475104","0.0-91.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","1063","[""SV_PolicingMSA/CO_649/IMG_11_649.jpg"",""SV_PolicingMSA/CO_649/IMG_6_649.jpg"",""SV_PolicingMSA/CO_649/IMG_14_649.jpg"",""SV_PolicingMSA/CO_649/IMG_9_649.jpg"",""SV_PolicingMSA/CO_649/IMG_12_649.jpg"",""SV_PolicingMSA/CO_649/IMG_3_649.jpg"",""SV_PolicingMSA/CO_649/IMG_4_649.jpg"",""SV_PolicingMSA/CO_649/IMG_8_649.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_14_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_14_SafeStreets_autoscaled.png""]","","4",""
