"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block","accuracy","slider_start","choices","correct","standardized_response","num_attention_checks_correct"
"before_SVSlide_prompt","html-button-response","59","301261","0.0-59.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","1095","Click [Next] to see the next neighborhood!","0","","","","","","","","","","","",""
"street view slide show","image-button-response","60","302270","0.0-60.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_589/IMG_13_589.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","61","303284","0.0-61.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_589/IMG_8_589.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","62","304296","0.0-62.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_589/IMG_4_589.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","63","305313","0.0-63.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_589/IMG_1_589.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","64","306320","0.0-64.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_589/IMG_10_589.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","65","307334","0.0-65.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_589/IMG_9_589.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","66","308338","0.0-66.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_589/IMG_0_589.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","67","309355","0.0-67.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_589/IMG_12_589.jpg","null","","","","","","2","","","","","",""
"dot matrix survey1","survey","68","327683","0.0-68.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","18289","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":3,""safe"":4,""walkable"":0,""traditional"":3,""diverse"":0}}","","","","","","2","[]","","","","",""
"dot matrix survey2","survey","69","337996","0.0-69.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","10295","","{""P0_Q0"":null,""P0_Q1"":{""violence"":0,""crime"":0,""drug"":0,""schools"":2,""opportunities"":1}}","","","","","","2","[]","","","","",""
"dot matrix survey3","survey","70","351059","0.0-70.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","13054","","{""P0_Q0"":null,""P0_Q1"":{""movein"":1,""moveout"":2,""shopping"":0,""walk"":3,""park"":3,""school"":2}}","","","","","","2","[]","","","","",""
"sliderTrial","html-slider-response","71","356381","0.0-71.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","5320","[""SV_PolicingMSA/MO_589/IMG_13_589.jpg"",""SV_PolicingMSA/MO_589/IMG_8_589.jpg"",""SV_PolicingMSA/MO_589/IMG_4_589.jpg"",""SV_PolicingMSA/MO_589/IMG_1_589.jpg"",""SV_PolicingMSA/MO_589/IMG_10_589.jpg"",""SV_PolicingMSA/MO_589/IMG_9_589.jpg"",""SV_PolicingMSA/MO_589/IMG_0_589.jpg"",""SV_PolicingMSA/MO_589/IMG_12_589.jpg""]","6","","","","","","2","","4","[""./rc_img/cop_condGroup_2_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_2_CommunitySafety_autoscaled.png""]","","2",""
"sliderTrial","html-slider-response","72","359421","0.0-72.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","3038","[""SV_PolicingMSA/MO_589/IMG_13_589.jpg"",""SV_PolicingMSA/MO_589/IMG_8_589.jpg"",""SV_PolicingMSA/MO_589/IMG_4_589.jpg"",""SV_PolicingMSA/MO_589/IMG_1_589.jpg"",""SV_PolicingMSA/MO_589/IMG_10_589.jpg"",""SV_PolicingMSA/MO_589/IMG_9_589.jpg"",""SV_PolicingMSA/MO_589/IMG_0_589.jpg"",""SV_PolicingMSA/MO_589/IMG_12_589.jpg""]","2","","","","","","2","","4","[""./rc_img/cop_condGroup_4_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_4_SafeStreets_autoscaled.png""]","","2",""
"sliderTrial","html-slider-response","73","362269","0.0-73.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","2847","[""SV_PolicingMSA/MO_589/IMG_13_589.jpg"",""SV_PolicingMSA/MO_589/IMG_8_589.jpg"",""SV_PolicingMSA/MO_589/IMG_4_589.jpg"",""SV_PolicingMSA/MO_589/IMG_1_589.jpg"",""SV_PolicingMSA/MO_589/IMG_10_589.jpg"",""SV_PolicingMSA/MO_589/IMG_9_589.jpg"",""SV_PolicingMSA/MO_589/IMG_0_589.jpg"",""SV_PolicingMSA/MO_589/IMG_12_589.jpg""]","5","","","","","","2","","4","[""./rc_img/cop_condGroup_10_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_10_CommunitySafety_autoscaled.png""]","","3",""
"sliderTrial","html-slider-response","74","365117","0.0-74.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","2846","[""SV_PolicingMSA/MO_589/IMG_13_589.jpg"",""SV_PolicingMSA/MO_589/IMG_8_589.jpg"",""SV_PolicingMSA/MO_589/IMG_4_589.jpg"",""SV_PolicingMSA/MO_589/IMG_1_589.jpg"",""SV_PolicingMSA/MO_589/IMG_10_589.jpg"",""SV_PolicingMSA/MO_589/IMG_9_589.jpg"",""SV_PolicingMSA/MO_589/IMG_0_589.jpg"",""SV_PolicingMSA/MO_589/IMG_12_589.jpg""]","2","","","","","","2","","4","[""./rc_img/cop_condGroup_1_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_1_SafeStreets_autoscaled.png""]","","2",""
"sliderTrial","html-slider-response","75","368093","0.0-75.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","2976","[""SV_PolicingMSA/MO_589/IMG_13_589.jpg"",""SV_PolicingMSA/MO_589/IMG_8_589.jpg"",""SV_PolicingMSA/MO_589/IMG_4_589.jpg"",""SV_PolicingMSA/MO_589/IMG_1_589.jpg"",""SV_PolicingMSA/MO_589/IMG_10_589.jpg"",""SV_PolicingMSA/MO_589/IMG_9_589.jpg"",""SV_PolicingMSA/MO_589/IMG_0_589.jpg"",""SV_PolicingMSA/MO_589/IMG_12_589.jpg""]","2","","","","","","2","","4","[""./rc_img/cop_condGroup_9_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_9_SafeStreets_autoscaled.png""]","","2",""
"half-way","html-button-response","76","378501","0.0-76.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","10407","
    <h3>You are now half way through the study.</h3>
    <p>Please take a quick, 15-second break before you continue.</p>
    <img src='assets/img/countdown-15.gif'>
    <p>The study will automatically advance forward after the countdown is complete. <br> However, you may click ""Next"" to advance forward now if you wish.</p>
    ","0","","","","","","","","","","","",""
"before_SVSlide_prompt","html-button-response","77","379685","0.0-77.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","1183","Click [Next] to see the next neighborhood!","0","","","","","","","","","","","",""
"street view slide show","image-button-response","78","380699","0.0-78.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_628/IMG_14_628.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","79","381714","0.0-79.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_628/IMG_10_628.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","80","382727","0.0-80.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_628/IMG_6_628.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","81","383739","0.0-81.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_628/IMG_9_628.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","82","384752","0.0-82.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_628/IMG_4_628.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","83","385763","0.0-83.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_628/IMG_1_628.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","84","386777","0.0-84.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_628/IMG_5_628.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","85","387791","0.0-85.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_628/IMG_0_628.jpg","null","","","","","","3","","","","","",""
"dot matrix survey1","survey","86","409729","0.0-86.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","21882","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":3,""safe"":4,""walkable"":3,""traditional"":4,""diverse"":2}}","","","","","","3","[]","","","","",""
"dot matrix survey2","survey","87","419524","0.0-87.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","9778","","{""P0_Q0"":null,""P0_Q1"":{""violence"":0,""crime"":1,""drug"":1,""schools"":3,""opportunities"":3}}","","","","","","3","[]","","","","",""
"dot matrix survey3","survey","88","431052","0.0-88.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","11519","","{""P0_Q0"":null,""P0_Q1"":{""movein"":3,""moveout"":1,""shopping"":2,""walk"":3,""park"":3,""school"":3}}","","","","","","3","[]","","","","",""
"sliderTrial","html-slider-response","89","435038","0.0-89.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","3984","[""SV_PolicingMSA/MO_628/IMG_14_628.jpg"",""SV_PolicingMSA/MO_628/IMG_10_628.jpg"",""SV_PolicingMSA/MO_628/IMG_6_628.jpg"",""SV_PolicingMSA/MO_628/IMG_9_628.jpg"",""SV_PolicingMSA/MO_628/IMG_4_628.jpg"",""SV_PolicingMSA/MO_628/IMG_1_628.jpg"",""SV_PolicingMSA/MO_628/IMG_5_628.jpg"",""SV_PolicingMSA/MO_628/IMG_0_628.jpg""]","6","","","","","","3","","4","[""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png""]","","2",""
"sliderTrial","html-slider-response","90","438269","0.0-90.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","3232","[""SV_PolicingMSA/MO_628/IMG_14_628.jpg"",""SV_PolicingMSA/MO_628/IMG_10_628.jpg"",""SV_PolicingMSA/MO_628/IMG_6_628.jpg"",""SV_PolicingMSA/MO_628/IMG_9_628.jpg"",""SV_PolicingMSA/MO_628/IMG_4_628.jpg"",""SV_PolicingMSA/MO_628/IMG_1_628.jpg"",""SV_PolicingMSA/MO_628/IMG_5_628.jpg"",""SV_PolicingMSA/MO_628/IMG_0_628.jpg""]","2","","","","","","3","","4","[""./rc_img/cop_condGroup_18_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_18_SafeStreets_autoscaled.png""]","","2",""
"sliderTrial","html-slider-response","91","441077","0.0-91.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","2807","[""SV_PolicingMSA/MO_628/IMG_14_628.jpg"",""SV_PolicingMSA/MO_628/IMG_10_628.jpg"",""SV_PolicingMSA/MO_628/IMG_6_628.jpg"",""SV_PolicingMSA/MO_628/IMG_9_628.jpg"",""SV_PolicingMSA/MO_628/IMG_4_628.jpg"",""SV_PolicingMSA/MO_628/IMG_1_628.jpg"",""SV_PolicingMSA/MO_628/IMG_5_628.jpg"",""SV_PolicingMSA/MO_628/IMG_0_628.jpg""]","6","","","","","","3","","4","[""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png""]","","2",""
"sliderTrial","html-slider-response","92","443710","0.0-92.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","2632","[""SV_PolicingMSA/MO_628/IMG_14_628.jpg"",""SV_PolicingMSA/MO_628/IMG_10_628.jpg"",""SV_PolicingMSA/MO_628/IMG_6_628.jpg"",""SV_PolicingMSA/MO_628/IMG_9_628.jpg"",""SV_PolicingMSA/MO_628/IMG_4_628.jpg"",""SV_PolicingMSA/MO_628/IMG_1_628.jpg"",""SV_PolicingMSA/MO_628/IMG_5_628.jpg"",""SV_PolicingMSA/MO_628/IMG_0_628.jpg""]","6","","","","","","3","","4","[""./rc_img/cop_condGroup_16_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_16_CommunitySafety_autoscaled.png""]","","2",""
"sliderTrial","html-slider-response","93","447413","0.0-93.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","3703","[""SV_PolicingMSA/MO_628/IMG_14_628.jpg"",""SV_PolicingMSA/MO_628/IMG_10_628.jpg"",""SV_PolicingMSA/MO_628/IMG_6_628.jpg"",""SV_PolicingMSA/MO_628/IMG_9_628.jpg"",""SV_PolicingMSA/MO_628/IMG_4_628.jpg"",""SV_PolicingMSA/MO_628/IMG_1_628.jpg"",""SV_PolicingMSA/MO_628/IMG_5_628.jpg"",""SV_PolicingMSA/MO_628/IMG_0_628.jpg""]","7","","","","","","3","","4","[""./rc_img/cop_condGroup_20_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_20_CommunitySafety_autoscaled.png""]","","1",""
"before_SVSlide_prompt","html-button-response","94","448509","0.0-94.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","1094","Click [Next] to see the next neighborhood!","0","","","","","","","","","","","",""
"street view slide show","image-button-response","95","449520","0.0-95.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_60/IMG_7_60.jpg","null","","","","","","4","","","","","",""
"street view slide show","image-button-response","96","450542","0.0-96.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_60/IMG_10_60.jpg","null","","","","","","4","","","","","",""
"street view slide show","image-button-response","97","451555","0.0-97.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_60/IMG_14_60.jpg","null","","","","","","4","","","","","",""
"street view slide show","image-button-response","98","452567","0.0-98.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_60/IMG_3_60.jpg","null","","","","","","4","","","","","",""
"street view slide show","image-button-response","99","453578","0.0-99.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_60/IMG_0_60.jpg","null","","","","","","4","","","","","",""
"street view slide show","image-button-response","100","454592","0.0-100.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_60/IMG_12_60.jpg","null","","","","","","4","","","","","",""
"street view slide show","image-button-response","101","455607","0.0-101.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_60/IMG_5_60.jpg","null","","","","","","4","","","","","",""
"street view slide show","image-button-response","102","456618","0.0-102.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_60/IMG_13_60.jpg","null","","","","","","4","","","","","",""
"dot matrix survey1","survey","103","472110","0.0-103.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","15418","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":3,""safe"":4,""walkable"":1,""traditional"":3,""diverse"":0}}","","","","","","4","[]","","","","",""
"dot matrix survey2","survey","104","480803","0.0-104.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","8684","","{""P0_Q0"":null,""P0_Q1"":{""violence"":0,""crime"":0,""drug"":1,""schools"":2,""opportunities"":1}}","","","","","","4","[]","","","","",""
"dot matrix survey3","survey","105","491779","0.0-105.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","10967","","{""P0_Q0"":null,""P0_Q1"":{""movein"":1,""moveout"":2,""shopping"":0,""walk"":3,""park"":2,""school"":2}}","","","","","","4","[]","","","","",""
"sliderTrial","html-slider-response","106","495382","0.0-106.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","3600","[""SV_PolicingMSA/MO_60/IMG_7_60.jpg"",""SV_PolicingMSA/MO_60/IMG_10_60.jpg"",""SV_PolicingMSA/MO_60/IMG_14_60.jpg"",""SV_PolicingMSA/MO_60/IMG_3_60.jpg"",""SV_PolicingMSA/MO_60/IMG_0_60.jpg"",""SV_PolicingMSA/MO_60/IMG_12_60.jpg"",""SV_PolicingMSA/MO_60/IMG_5_60.jpg"",""SV_PolicingMSA/MO_60/IMG_13_60.jpg""]","6","","","","","","4","","4","[""./rc_img/cop_condGroup_7_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_7_CommunitySafety_autoscaled.png""]","","2",""
"sliderTrial","html-slider-response","107","499150","0.0-107.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","3767","[""SV_PolicingMSA/MO_60/IMG_7_60.jpg"",""SV_PolicingMSA/MO_60/IMG_10_60.jpg"",""SV_PolicingMSA/MO_60/IMG_14_60.jpg"",""SV_PolicingMSA/MO_60/IMG_3_60.jpg"",""SV_PolicingMSA/MO_60/IMG_0_60.jpg"",""SV_PolicingMSA/MO_60/IMG_12_60.jpg"",""SV_PolicingMSA/MO_60/IMG_5_60.jpg"",""SV_PolicingMSA/MO_60/IMG_13_60.jpg""]","2","","","","","","4","","4","[""./rc_img/cop_condGroup_13_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_13_SafeStreets_autoscaled.png""]","","2",""
"sliderTrial","html-slider-response","108","502092","0.0-108.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","2942","[""SV_PolicingMSA/MO_60/IMG_7_60.jpg"",""SV_PolicingMSA/MO_60/IMG_10_60.jpg"",""SV_PolicingMSA/MO_60/IMG_14_60.jpg"",""SV_PolicingMSA/MO_60/IMG_3_60.jpg"",""SV_PolicingMSA/MO_60/IMG_0_60.jpg"",""SV_PolicingMSA/MO_60/IMG_12_60.jpg"",""SV_PolicingMSA/MO_60/IMG_5_60.jpg"",""SV_PolicingMSA/MO_60/IMG_13_60.jpg""]","2","","","","","","4","","4","[""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png""]","","2",""
"sliderTrial","html-slider-response","109","504445","0.0-109.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","2351","[""SV_PolicingMSA/MO_60/IMG_7_60.jpg"",""SV_PolicingMSA/MO_60/IMG_10_60.jpg"",""SV_PolicingMSA/MO_60/IMG_14_60.jpg"",""SV_PolicingMSA/MO_60/IMG_3_60.jpg"",""SV_PolicingMSA/MO_60/IMG_0_60.jpg"",""SV_PolicingMSA/MO_60/IMG_12_60.jpg"",""SV_PolicingMSA/MO_60/IMG_5_60.jpg"",""SV_PolicingMSA/MO_60/IMG_13_60.jpg""]","5","","","","","","4","","4","[""./rc_img/cop_condGroup_14_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_14_CommunitySafety_autoscaled.png""]","","3",""
"sliderTrial","html-slider-response","110","508117","0.0-110.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","3671","[""SV_PolicingMSA/MO_60/IMG_7_60.jpg"",""SV_PolicingMSA/MO_60/IMG_10_60.jpg"",""SV_PolicingMSA/MO_60/IMG_14_60.jpg"",""SV_PolicingMSA/MO_60/IMG_3_60.jpg"",""SV_PolicingMSA/MO_60/IMG_0_60.jpg"",""SV_PolicingMSA/MO_60/IMG_12_60.jpg"",""SV_PolicingMSA/MO_60/IMG_5_60.jpg"",""SV_PolicingMSA/MO_60/IMG_13_60.jpg""]","3","","","","","","4","","4","[""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png""]","","5",""
"before_SVSlide_prompt","html-button-response","111","509341","0.0-111.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","1224","Click [Next] to see the next neighborhood!","0","","","","","","","","","","","",""
"street view slide show","image-button-response","112","510358","0.0-112.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_1289/IMG_7_1289.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","113","511374","0.0-113.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_1289/IMG_11_1289.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","114","512387","0.0-114.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_1289/IMG_5_1289.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","115","513432","0.0-115.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_1289/IMG_4_1289.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","116","514444","0.0-116.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_1289/IMG_6_1289.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","117","515457","0.0-117.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_1289/IMG_3_1289.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","118","516470","0.0-118.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_1289/IMG_1_1289.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","119","517483","0.0-119.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/MO_1289/IMG_8_1289.jpg","null","","","","","","3","","","","","",""
"dot matrix survey1","survey","120","530457","0.0-120.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","12890","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":4,""safe"":4,""walkable"":2,""traditional"":2,""diverse"":1}}","","","","","","3","[]","","","","",""
"dot matrix survey2","survey","121","539597","0.0-121.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","9122","","{""P0_Q0"":null,""P0_Q1"":{""violence"":0,""crime"":0,""drug"":0,""schools"":3,""opportunities"":2}}","","","","","","3","[]","","","","",""
"dot matrix survey3","survey","122","553035","0.0-122.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","13431","","{""P0_Q0"":null,""P0_Q1"":{""movein"":2,""moveout"":1,""shopping"":0,""walk"":4,""park"":3,""school"":3}}","","","","","","3","[]","","","","",""
"sliderTrial","html-slider-response","123","556445","0.0-123.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","3408","[""SV_PolicingMSA/MO_1289/IMG_7_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_11_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_5_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_4_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_6_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_3_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_1_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_8_1289.jpg""]","5","","","","","","3","","4","[""./rc_img/cop_condGroup_6_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_6_SafeStreets_autoscaled.png""]","","5",""
"sliderTrial","html-slider-response","124","559398","0.0-124.0","","656776a7904ae00d6b91d1dd","6568adf5800e9ea660756e1c","7","","","","","","","","","","","","2951","[""SV_PolicingMSA/MO_1289/IMG_7_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_11_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_5_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_4_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_6_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_3_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_1_1289.jpg"",""SV_PolicingMSA/MO_1289/IMG_8_1289.jpg""]","3","","","","","","3","","4","[""./rc_img/cop_condGroup_3_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_3_SafeStreets_autoscaled.png""]","","3",""
