"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block","accuracy","slider_start","choices","standardized_response","num_attention_checks_correct"
"sliderTrial","html-slider-response","39","125018","0.0-39.0","","","","10","","","","","","","","","","","","503","[""SV_PolicingMSA/FL_2544/IMG_2_2544.jpg"",""SV_PolicingMSA/FL_2544/IMG_14_2544.jpg"",""SV_PolicingMSA/FL_2544/IMG_11_2544.jpg"",""SV_PolicingMSA/FL_2544/IMG_6_2544.jpg"",""SV_PolicingMSA/FL_2544/IMG_12_2544.jpg"",""SV_PolicingMSA/FL_2544/IMG_10_2544.jpg"",""SV_PolicingMSA/FL_2544/IMG_1_2544.jpg"",""SV_PolicingMSA/FL_2544/IMG_3_2544.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_10_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_10_SafeStreets_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","40","126154","0.0-40.0","","","","10","","","","","","","","","","","","1135","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","41","127157","0.0-41.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_5080/IMG_8_5080.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","42","128158","0.0-42.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_5080/IMG_7_5080.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","43","129160","0.0-43.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_5080/IMG_3_5080.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","44","130162","0.0-44.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_5080/IMG_10_5080.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","45","131163","0.0-45.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_5080/IMG_9_5080.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","46","132164","0.0-46.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_5080/IMG_6_5080.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","47","133167","0.0-47.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_5080/IMG_13_5080.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","48","134169","0.0-48.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_5080/IMG_1_5080.jpg","null","","","","","","2","","","","",""
"dot matrix survey1","survey","49","135771","0.0-49.0","","","","10","","","","","","","","","","","","1595","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","2","[]","","","",""
"dot matrix survey2","survey","50","136274","0.0-50.0","","","","10","","","","","","","","","","","","498","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","2","[]","","","",""
"dot matrix survey3","survey","51","137562","0.0-51.0","","","","10","","","","","","","","","","","","1282","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","2","[]","","","",""
"sliderTrial","html-slider-response","52","139754","0.0-52.0","","","","10","","","","","","","","","","","","2191","[""SV_PolicingMSA/FL_5080/IMG_8_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_7_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_3_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_10_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_9_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_6_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_13_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_1_5080.jpg""]","6","","","","","","2","","4","[""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png""]","2",""
"sliderTrial","html-slider-response","53","140722","0.0-53.0","","","","10","","","","","","","","","","","","967","[""SV_PolicingMSA/FL_5080/IMG_8_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_7_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_3_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_10_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_9_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_6_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_13_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_1_5080.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_18_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_18_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","54","141378","0.0-54.0","","","","10","","","","","","","","","","","","654","[""SV_PolicingMSA/FL_5080/IMG_8_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_7_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_3_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_10_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_9_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_6_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_13_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_1_5080.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_6_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_6_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","55","141826","0.0-55.0","","","","10","","","","","","","","","","","","447","[""SV_PolicingMSA/FL_5080/IMG_8_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_7_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_3_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_10_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_9_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_6_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_13_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_1_5080.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_5_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_5_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","56","142322","0.0-56.0","","","","10","","","","","","","","","","","","495","[""SV_PolicingMSA/FL_5080/IMG_8_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_7_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_3_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_10_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_9_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_6_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_13_5080.jpg"",""SV_PolicingMSA/FL_5080/IMG_1_5080.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_16_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_16_SafeStreets_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","57","143794","0.0-57.0","","","","10","","","","","","","","","","","","1471","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","58","144796","0.0-58.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_7_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","59","145798","0.0-59.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_6_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","60","146799","0.0-60.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_10_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","61","147801","0.0-61.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_9_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","62","148803","0.0-62.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_8_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","63","149805","0.0-63.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_1_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","64","150806","0.0-64.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_14_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","65","151809","0.0-65.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_3_4528.jpg","null","","","","","","1","","","","",""
"dot matrix survey1","survey","66","153249","0.0-66.0","","","","10","","","","","","","","","","","","1435","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","1","[]","","","",""
"dot matrix survey2","survey","67","153801","0.0-67.0","","","","10","","","","","","","","","","","","547","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","1","[]","","","",""
"dot matrix survey3","survey","68","154737","0.0-68.0","","","","10","","","","","","","","","","","","932","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","1","[]","","","",""
"sliderTrial","html-slider-response","69","156010","0.0-69.0","","","","10","","","","","","","","","","","","1271","[""SV_PolicingMSA/FL_4528/IMG_7_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_6_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_10_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_9_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_8_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_1_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_14_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_3_4528.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_8_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_8_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","70","156426","0.0-70.0","","","","10","","","","","","","","","","","","415","[""SV_PolicingMSA/FL_4528/IMG_7_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_6_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_10_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_9_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_8_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_1_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_14_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_3_4528.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_3_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_3_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","71","156674","0.0-71.0","","","","10","","","","","","","","","","","","247","[""SV_PolicingMSA/FL_4528/IMG_7_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_6_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_10_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_9_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_8_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_1_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_14_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_3_4528.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_2_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_2_SafeStreets_autoscaled.png""]","4",""
"sliderTrial_attention","html-slider-response","72","156874","0.0-72.0","","","","10","","","","","","","","","","","","198","[""SV_PolicingMSA/FL_4528/IMG_7_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_6_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_10_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_9_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_8_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_1_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_14_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_3_4528.jpg""]","4","","","","","","1","","4","[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]","",""
