"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block","accuracy","slider_start","choices","standardized_response","correct"
"street view slide show","image-button-response","10","20301","0.0-10.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_572/IMG_4_572.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","11","21303","0.0-11.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_572/IMG_11_572.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","12","22313","0.0-12.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_572/IMG_5_572.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","13","23325","0.0-13.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_572/IMG_1_572.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","14","24343","0.0-14.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_572/IMG_2_572.jpg","null","","","","","","5","","","","",""
"dot matrix survey1","survey","15","42468","0.0-15.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","18078","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":3,""safe"":4,""walkable"":4,""traditional"":2,""diverse"":2}}","","","","","","5","[]","","","",""
"dot matrix survey2","survey","16","67633","0.0-16.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","25153","","{""P0_Q0"":null,""P0_Q1"":{""violence"":1,""crime"":1,""drug"":0,""schools"":3,""opportunities"":3}}","","","","","","5","[]","","","",""
"dot matrix survey3","survey","17","86219","0.0-17.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","18577","","{""P0_Q0"":null,""P0_Q1"":{""movein"":3,""moveout"":1,""shopping"":4,""walk"":3,""park"":3,""school"":3}}","","","","","","5","[]","","","",""
"sliderTrial","html-slider-response","18","99328","0.0-18.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","13107","[""SV_PolicingMSA/CO_572/IMG_3_572.jpg"",""SV_PolicingMSA/CO_572/IMG_8_572.jpg"",""SV_PolicingMSA/CO_572/IMG_14_572.jpg"",""SV_PolicingMSA/CO_572/IMG_4_572.jpg"",""SV_PolicingMSA/CO_572/IMG_11_572.jpg"",""SV_PolicingMSA/CO_572/IMG_5_572.jpg"",""SV_PolicingMSA/CO_572/IMG_1_572.jpg"",""SV_PolicingMSA/CO_572/IMG_2_572.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_8_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_8_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","19","107391","0.0-19.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","8059","[""SV_PolicingMSA/CO_572/IMG_3_572.jpg"",""SV_PolicingMSA/CO_572/IMG_8_572.jpg"",""SV_PolicingMSA/CO_572/IMG_14_572.jpg"",""SV_PolicingMSA/CO_572/IMG_4_572.jpg"",""SV_PolicingMSA/CO_572/IMG_11_572.jpg"",""SV_PolicingMSA/CO_572/IMG_5_572.jpg"",""SV_PolicingMSA/CO_572/IMG_1_572.jpg"",""SV_PolicingMSA/CO_572/IMG_2_572.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_3_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_3_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","20","111511","0.0-20.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","4117","[""SV_PolicingMSA/CO_572/IMG_3_572.jpg"",""SV_PolicingMSA/CO_572/IMG_8_572.jpg"",""SV_PolicingMSA/CO_572/IMG_14_572.jpg"",""SV_PolicingMSA/CO_572/IMG_4_572.jpg"",""SV_PolicingMSA/CO_572/IMG_11_572.jpg"",""SV_PolicingMSA/CO_572/IMG_5_572.jpg"",""SV_PolicingMSA/CO_572/IMG_1_572.jpg"",""SV_PolicingMSA/CO_572/IMG_2_572.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_6_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_6_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","21","114389","0.0-21.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","2874","[""SV_PolicingMSA/CO_572/IMG_3_572.jpg"",""SV_PolicingMSA/CO_572/IMG_8_572.jpg"",""SV_PolicingMSA/CO_572/IMG_14_572.jpg"",""SV_PolicingMSA/CO_572/IMG_4_572.jpg"",""SV_PolicingMSA/CO_572/IMG_11_572.jpg"",""SV_PolicingMSA/CO_572/IMG_5_572.jpg"",""SV_PolicingMSA/CO_572/IMG_1_572.jpg"",""SV_PolicingMSA/CO_572/IMG_2_572.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","22","117916","0.0-22.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","3522","[""SV_PolicingMSA/CO_572/IMG_3_572.jpg"",""SV_PolicingMSA/CO_572/IMG_8_572.jpg"",""SV_PolicingMSA/CO_572/IMG_14_572.jpg"",""SV_PolicingMSA/CO_572/IMG_4_572.jpg"",""SV_PolicingMSA/CO_572/IMG_11_572.jpg"",""SV_PolicingMSA/CO_572/IMG_5_572.jpg"",""SV_PolicingMSA/CO_572/IMG_1_572.jpg"",""SV_PolicingMSA/CO_572/IMG_2_572.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","23","119280","0.0-23.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","1362","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","24","120295","0.0-24.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_4_368.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","25","121302","0.0-25.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_7_368.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","26","122317","0.0-26.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_6_368.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","27","123321","0.0-27.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_1_368.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","28","124333","0.0-28.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_10_368.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","29","125350","0.0-29.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_9_368.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","30","126352","0.0-30.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_2_368.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","31","127366","0.0-31.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_368/IMG_11_368.jpg","null","","","","","","1","","","","",""
"dot matrix survey1","survey","32","147815","0.0-32.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","20430","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":1,""safe"":2,""walkable"":2,""traditional"":1,""diverse"":2}}","","","","","","1","[]","","","",""
"dot matrix survey2","survey","33","173640","0.0-33.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","25815","","{""P0_Q0"":null,""P0_Q1"":{""violence"":3,""crime"":3,""drug"":3,""schools"":1,""opportunities"":1}}","","","","","","1","[]","","","",""
"dot matrix survey3","survey","34","196155","0.0-34.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","22508","","{""P0_Q0"":null,""P0_Q1"":{""movein"":0,""moveout"":3,""shopping"":2,""walk"":0,""park"":1,""school"":0}}","","","","","","1","[]","","","",""
"sliderTrial","html-slider-response","35","202203","0.0-35.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","6044","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","36","203643","0.0-36.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","1436","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_14_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_14_SafeStreets_autoscaled.png""]","4",""
"sliderTrial_attention","html-slider-response","37","213656","0.0-37.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","null","","","","","","1","","4","[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]","","true"
"sliderTrial","html-slider-response","38","215468","0.0-38.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","1809","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_7_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_7_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","39","217812","0.0-39.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","2341","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_10_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_10_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","40","220020","0.0-40.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","2206","[""SV_PolicingMSA/CO_368/IMG_4_368.jpg"",""SV_PolicingMSA/CO_368/IMG_7_368.jpg"",""SV_PolicingMSA/CO_368/IMG_6_368.jpg"",""SV_PolicingMSA/CO_368/IMG_1_368.jpg"",""SV_PolicingMSA/CO_368/IMG_10_368.jpg"",""SV_PolicingMSA/CO_368/IMG_9_368.jpg"",""SV_PolicingMSA/CO_368/IMG_2_368.jpg"",""SV_PolicingMSA/CO_368/IMG_11_368.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_11_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_11_CommunitySafety_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","41","221266","0.0-41.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","1245","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","42","222272","0.0-42.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_11_649.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","43","223283","0.0-43.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_6_649.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","44","224285","0.0-44.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_14_649.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","45","225286","0.0-45.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_9_649.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","46","226297","0.0-46.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_12_649.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","47","227302","0.0-47.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_3_649.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","48","228310","0.0-48.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_4_649.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","49","229326","0.0-49.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_649/IMG_8_649.jpg","null","","","","","","2","","","","",""
"dot matrix survey1","survey","50","244797","0.0-50.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","15451","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":4,""safe"":4,""walkable"":4,""traditional"":3,""diverse"":1}}","","","","","","2","[]","","","",""
"dot matrix survey2","survey","51","254953","0.0-51.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","10149","","{""P0_Q0"":null,""P0_Q1"":{""violence"":0,""crime"":0,""drug"":0,""schools"":4,""opportunities"":3}}","","","","","","2","[]","","","",""
"dot matrix survey3","survey","52","269046","0.0-52.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","14082","","{""P0_Q0"":null,""P0_Q1"":{""movein"":4,""moveout"":0,""shopping"":4,""walk"":4,""park"":4,""school"":4}}","","","","","","2","[]","","","",""
"sliderTrial","html-slider-response","53","273559","0.0-53.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","4512","[""SV_PolicingMSA/CO_649/IMG_11_649.jpg"",""SV_PolicingMSA/CO_649/IMG_6_649.jpg"",""SV_PolicingMSA/CO_649/IMG_14_649.jpg"",""SV_PolicingMSA/CO_649/IMG_9_649.jpg"",""SV_PolicingMSA/CO_649/IMG_12_649.jpg"",""SV_PolicingMSA/CO_649/IMG_3_649.jpg"",""SV_PolicingMSA/CO_649/IMG_4_649.jpg"",""SV_PolicingMSA/CO_649/IMG_8_649.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_1_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_1_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","54","274743","0.0-54.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","1180","[""SV_PolicingMSA/CO_649/IMG_11_649.jpg"",""SV_PolicingMSA/CO_649/IMG_6_649.jpg"",""SV_PolicingMSA/CO_649/IMG_14_649.jpg"",""SV_PolicingMSA/CO_649/IMG_9_649.jpg"",""SV_PolicingMSA/CO_649/IMG_12_649.jpg"",""SV_PolicingMSA/CO_649/IMG_3_649.jpg"",""SV_PolicingMSA/CO_649/IMG_4_649.jpg"",""SV_PolicingMSA/CO_649/IMG_8_649.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","55","276357","0.0-55.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","1612","[""SV_PolicingMSA/CO_649/IMG_11_649.jpg"",""SV_PolicingMSA/CO_649/IMG_6_649.jpg"",""SV_PolicingMSA/CO_649/IMG_14_649.jpg"",""SV_PolicingMSA/CO_649/IMG_9_649.jpg"",""SV_PolicingMSA/CO_649/IMG_12_649.jpg"",""SV_PolicingMSA/CO_649/IMG_3_649.jpg"",""SV_PolicingMSA/CO_649/IMG_4_649.jpg"",""SV_PolicingMSA/CO_649/IMG_8_649.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_18_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_18_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","56","278277","0.0-56.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","1917","[""SV_PolicingMSA/CO_649/IMG_11_649.jpg"",""SV_PolicingMSA/CO_649/IMG_6_649.jpg"",""SV_PolicingMSA/CO_649/IMG_14_649.jpg"",""SV_PolicingMSA/CO_649/IMG_9_649.jpg"",""SV_PolicingMSA/CO_649/IMG_12_649.jpg"",""SV_PolicingMSA/CO_649/IMG_3_649.jpg"",""SV_PolicingMSA/CO_649/IMG_4_649.jpg"",""SV_PolicingMSA/CO_649/IMG_8_649.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_5_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_5_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","57","280136","0.0-57.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","1857","[""SV_PolicingMSA/CO_649/IMG_11_649.jpg"",""SV_PolicingMSA/CO_649/IMG_6_649.jpg"",""SV_PolicingMSA/CO_649/IMG_14_649.jpg"",""SV_PolicingMSA/CO_649/IMG_9_649.jpg"",""SV_PolicingMSA/CO_649/IMG_12_649.jpg"",""SV_PolicingMSA/CO_649/IMG_3_649.jpg"",""SV_PolicingMSA/CO_649/IMG_4_649.jpg"",""SV_PolicingMSA/CO_649/IMG_8_649.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_20_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_20_SafeStreets_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","58","281545","0.0-58.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","1408","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","59","282550","0.0-59.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_252/IMG_14_252.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","60","283903","0.0-60.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_252/IMG_3_252.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","61","284909","0.0-61.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_252/IMG_11_252.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","62","285923","0.0-62.0","","656776a7904ae00d6b91d1dd","6568b22394c4ecbe13507cdd","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_252/IMG_6_252.jpg","null","","","","","","0","","","","",""
