"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block","accuracy","slider_start","choices","standardized_response","num_attention_checks_correct"
"street view slide show","image-button-response","10","27232","0.0-10.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_1400/IMG_3_1400.jpg","null","","","","","","3","","","","",""
"street view slide show","image-button-response","11","28240","0.0-11.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_1400/IMG_9_1400.jpg","null","","","","","","3","","","","",""
"street view slide show","image-button-response","12","29243","0.0-12.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_1400/IMG_8_1400.jpg","null","","","","","","3","","","","",""
"street view slide show","image-button-response","13","30250","0.0-13.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_1400/IMG_1_1400.jpg","null","","","","","","3","","","","",""
"street view slide show","image-button-response","14","31258","0.0-14.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_1400/IMG_12_1400.jpg","null","","","","","","3","","","","",""
"dot matrix survey1","survey","15","49255","0.0-15.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","17957","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":1,""safe"":2,""walkable"":0,""traditional"":1,""diverse"":2}}","","","","","","3","[]","","","",""
"dot matrix survey2","survey","16","73503","0.0-16.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","24239","","{""P0_Q0"":null,""P0_Q1"":{""violence"":2,""crime"":2,""drug"":3,""schools"":0,""opportunities"":0}}","","","","","","3","[]","","","",""
"dot matrix survey3","survey","17","101966","0.0-17.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","28455","","{""P0_Q0"":null,""P0_Q1"":{""movein"":0,""moveout"":4,""shopping"":0,""walk"":1,""park"":1,""school"":0}}","","","","","","3","[]","","","",""
"sliderTrial","html-slider-response","18","111758","0.0-18.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","9789","[""SV_PolicingMSA/GA_1400/IMG_4_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_2_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_0_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_3_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_9_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_8_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_1_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_12_1400.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_7_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_7_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","19","119456","0.0-19.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","7695","[""SV_PolicingMSA/GA_1400/IMG_4_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_2_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_0_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_3_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_9_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_8_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_1_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_12_1400.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","20","123290","0.0-20.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","3832","[""SV_PolicingMSA/GA_1400/IMG_4_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_2_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_0_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_3_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_9_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_8_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_1_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_12_1400.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","21","126640","0.0-21.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","3347","[""SV_PolicingMSA/GA_1400/IMG_4_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_2_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_0_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_3_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_9_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_8_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_1_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_12_1400.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_20_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_20_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","22","130291","0.0-22.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","3648","[""SV_PolicingMSA/GA_1400/IMG_4_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_2_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_0_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_3_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_9_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_8_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_1_1400.jpg"",""SV_PolicingMSA/GA_1400/IMG_12_1400.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_9_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_9_SafeStreets_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","23","131841","0.0-23.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","1548","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","24","132843","0.0-24.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_2654/IMG_5_2654.jpg","null","","","","","","3","","","","",""
"street view slide show","image-button-response","25","133845","0.0-25.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_2654/IMG_8_2654.jpg","null","","","","","","3","","","","",""
"street view slide show","image-button-response","26","134853","0.0-26.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_2654/IMG_6_2654.jpg","null","","","","","","3","","","","",""
"street view slide show","image-button-response","27","135855","0.0-27.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_2654/IMG_1_2654.jpg","null","","","","","","3","","","","",""
"street view slide show","image-button-response","28","136861","0.0-28.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_2654/IMG_0_2654.jpg","null","","","","","","3","","","","",""
"street view slide show","image-button-response","29","137864","0.0-29.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_2654/IMG_7_2654.jpg","null","","","","","","3","","","","",""
"street view slide show","image-button-response","30","138870","0.0-30.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_2654/IMG_3_2654.jpg","null","","","","","","3","","","","",""
"street view slide show","image-button-response","31","139872","0.0-31.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_2654/IMG_12_2654.jpg","null","","","","","","3","","","","",""
"dot matrix survey1","survey","32","157398","0.0-32.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","17511","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":2,""safe"":2,""walkable"":0,""traditional"":2,""diverse"":2}}","","","","","","3","[]","","","",""
"dot matrix survey2","survey","33","174597","0.0-33.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","17190","","{""P0_Q0"":null,""P0_Q1"":{""violence"":0,""crime"":0,""drug"":1,""schools"":1,""opportunities"":2}}","","","","","","3","[]","","","",""
"dot matrix survey3","survey","34","186849","0.0-34.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","12245","","{""P0_Q0"":null,""P0_Q1"":{""movein"":0,""moveout"":4,""shopping"":2,""walk"":2,""park"":2,""school"":0}}","","","","","","3","[]","","","",""
"sliderTrial","html-slider-response","35","189725","0.0-35.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","2873","[""SV_PolicingMSA/GA_2654/IMG_5_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_8_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_6_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_1_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_0_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_7_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_3_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_12_2654.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_4_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_4_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","36","191074","0.0-36.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","1346","[""SV_PolicingMSA/GA_2654/IMG_5_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_8_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_6_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_1_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_0_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_7_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_3_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_12_2654.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_8_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_8_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","37","191857","0.0-37.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","781","[""SV_PolicingMSA/GA_2654/IMG_5_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_8_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_6_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_1_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_0_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_7_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_3_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_12_2654.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_2_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_2_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","38","192507","0.0-38.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","647","[""SV_PolicingMSA/GA_2654/IMG_5_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_8_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_6_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_1_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_0_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_7_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_3_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_12_2654.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_11_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_11_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","39","193124","0.0-39.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","615","[""SV_PolicingMSA/GA_2654/IMG_5_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_8_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_6_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_1_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_0_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_7_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_3_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_12_2654.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","40","194324","0.0-40.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","1199","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","41","195327","0.0-41.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_1756/IMG_10_1756.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","42","196331","0.0-42.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_1756/IMG_13_1756.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","43","197334","0.0-43.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_1756/IMG_3_1756.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","44","198340","0.0-44.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_1756/IMG_2_1756.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","45","199348","0.0-45.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_1756/IMG_14_1756.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","46","200351","0.0-46.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_1756/IMG_7_1756.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","47","201357","0.0-47.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_1756/IMG_1_1756.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","48","202361","0.0-48.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_1756/IMG_4_1756.jpg","null","","","","","","0","","","","",""
"dot matrix survey1","survey","49","214983","0.0-49.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","12610","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":0,""safe"":0,""walkable"":3,""traditional"":0,""diverse"":1}}","","","","","","0","[]","","","",""
"dot matrix survey2","survey","50","226166","0.0-50.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","11175","","{""P0_Q0"":null,""P0_Q1"":{""violence"":4,""crime"":4,""drug"":4,""schools"":0,""opportunities"":0}}","","","","","","0","[]","","","",""
"dot matrix survey3","survey","51","235147","0.0-51.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","8974","","{""P0_Q0"":null,""P0_Q1"":{""movein"":0,""moveout"":4,""shopping"":0,""walk"":0,""park"":0,""school"":0}}","","","","","","0","[]","","","",""
"sliderTrial","html-slider-response","52","238657","0.0-52.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","3508","[""SV_PolicingMSA/GA_1756/IMG_10_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_13_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_3_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_2_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_14_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_7_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_1_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_4_1756.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_6_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_6_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","53","239273","0.0-53.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","615","[""SV_PolicingMSA/GA_1756/IMG_10_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_13_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_3_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_2_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_14_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_7_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_1_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_4_1756.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_14_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_14_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial_attention","html-slider-response","54","239740","0.0-54.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","465","[""SV_PolicingMSA/GA_1756/IMG_10_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_13_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_3_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_2_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_14_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_7_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_1_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_4_1756.jpg""]","4","","","","","","0","","4","[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]","",""
"sliderTrial","html-slider-response","55","240224","0.0-55.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","481","[""SV_PolicingMSA/GA_1756/IMG_10_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_13_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_3_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_2_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_14_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_7_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_1_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_4_1756.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_3_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_3_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","56","240691","0.0-56.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","464","[""SV_PolicingMSA/GA_1756/IMG_10_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_13_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_3_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_2_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_14_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_7_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_1_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_4_1756.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_10_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_10_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","57","241258","0.0-57.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","565","[""SV_PolicingMSA/GA_1756/IMG_10_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_13_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_3_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_2_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_14_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_7_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_1_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_4_1756.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_13_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_13_CommunitySafety_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","58","242508","0.0-58.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","1249","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","59","243515","0.0-59.0","","656776a7904ae00d6b91d1dd","6568ad0e3da2cc66ce613b96","14","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/GA_2658/IMG_13_2658.jpg","null","","","","","","4","","","","",""
